quantile,value,pert_id,n_batches_pert,cell_line
0.99,6.646453401157148,Ramelteon,2,sciplex_MCF7
0.995,6.687678888968548,Ramelteon,2,sciplex_MCF7
0.1,4.517035649528992,Regorafenib (BAY 73-4506),2,sciplex_MCF7
0.2,4.593615593050831,Regorafenib (BAY 73-4506),2,sciplex_MCF7
0.5,4.828322674406024,Regorafenib (BAY 73-4506),2,sciplex_MCF7
0.8,7.5523227684837275,Regorafenib (BAY 73-4506),2,sciplex_MCF7
0.9,7.864241261203178,Regorafenib (BAY 73-4506),2,sciplex_MCF7
0.99,8.302002455294147,Regorafenib (BAY 73-4506),2,sciplex_MCF7
0.995,8.409785005118682,Regorafenib (BAY 73-4506),2,sciplex_MCF7
0.1,3.34411261135409,Resminostat,2,sciplex_MCF7
0.2,3.4043155161889147,Resminostat,2,sciplex_MCF7
0.5,4.224098130603281,Resminostat,2,sciplex_MCF7
0.8,5.171476209513609,Resminostat,2,sciplex_MCF7
0.9,5.391838602942812,Resminostat,2,sciplex_MCF7
0.99,5.657190091851458,Resminostat,2,sciplex_MCF7
0.995,5.807312758434749,Resminostat,2,sciplex_MCF7
0.1,3.1092965112976443,Resveratrol,2,sciplex_MCF7
0.2,3.198688683088427,Resveratrol,2,sciplex_MCF7
0.5,4.415415491860449,Resveratrol,2,sciplex_MCF7
0.8,4.536208880448755,Resveratrol,2,sciplex_MCF7
0.9,4.584030162730135,Resveratrol,2,sciplex_MCF7
0.99,4.812116620242825,Resveratrol,2,sciplex_MCF7
0.995,4.852459097508196,Resveratrol,2,sciplex_MCF7
0.1,5.63830213319004,Rigosertib (ON-01910),2,sciplex_MCF7
0.2,5.952084145548542,Rigosertib (ON-01910),2,sciplex_MCF7
0.5,7.359644073661194,Rigosertib (ON-01910),2,sciplex_MCF7
0.8,9.259978034819342,Rigosertib (ON-01910),2,sciplex_MCF7
0.9,9.934004192956792,Rigosertib (ON-01910),2,sciplex_MCF7
0.99,10.711044446193569,Rigosertib (ON-01910),2,sciplex_MCF7
0.995,10.978442122335904,Rigosertib (ON-01910),2,sciplex_MCF7
0.1,3.7426525684963257,"Roscovitine (Seliciclib,CYC202)",2,sciplex_MCF7
0.2,3.8390398279936395,"Roscovitine (Seliciclib,CYC202)",2,sciplex_MCF7
0.5,4.716816699029072,"Roscovitine (Seliciclib,CYC202)",2,sciplex_MCF7
0.8,5.757870730898569,"Roscovitine (Seliciclib,CYC202)",2,sciplex_MCF7
0.9,5.901992472251539,"Roscovitine (Seliciclib,CYC202)",2,sciplex_MCF7
0.99,6.237692504047324,"Roscovitine (Seliciclib,CYC202)",2,sciplex_MCF7
0.995,6.256219346136281,"Roscovitine (Seliciclib,CYC202)",2,sciplex_MCF7
0.1,3.016198848332259,Roxadustat (FG-4592),2,sciplex_MCF7
0.2,3.065194972312142,Roxadustat (FG-4592),2,sciplex_MCF7
0.5,3.208407824221954,Roxadustat (FG-4592),2,sciplex_MCF7
0.8,4.4176533613004905,Roxadustat (FG-4592),2,sciplex_MCF7
0.9,4.513929620949882,Roxadustat (FG-4592),2,sciplex_MCF7
0.99,4.682828006634122,Roxadustat (FG-4592),2,sciplex_MCF7
0.995,4.722025839758335,Roxadustat (FG-4592),2,sciplex_MCF7
0.1,3.2432039176669,"Rucaparib (AG-014699,PF-01367338) phosphate",2,sciplex_MCF7
0.2,3.2944929741612214,"Rucaparib (AG-014699,PF-01367338) phosphate",2,sciplex_MCF7
0.5,4.155508295852221,"Rucaparib (AG-014699,PF-01367338) phosphate",2,sciplex_MCF7
0.8,4.900900276468887,"Rucaparib (AG-014699,PF-01367338) phosphate",2,sciplex_MCF7
0.9,4.962011788240996,"Rucaparib (AG-014699,PF-01367338) phosphate",2,sciplex_MCF7
0.99,5.168720672129808,"Rucaparib (AG-014699,PF-01367338) phosphate",2,sciplex_MCF7
0.995,5.187133177429372,"Rucaparib (AG-014699,PF-01367338) phosphate",2,sciplex_MCF7
0.1,2.9104742158010035,Ruxolitinib (INCB018424),2,sciplex_MCF7
0.2,2.954244865218554,Ruxolitinib (INCB018424),2,sciplex_MCF7
0.5,3.1043367560759565,Ruxolitinib (INCB018424),2,sciplex_MCF7
0.8,4.354505506402373,Ruxolitinib (INCB018424),2,sciplex_MCF7
0.9,4.4398033424834535,Ruxolitinib (INCB018424),2,sciplex_MCF7
0.99,4.591901728141674,Ruxolitinib (INCB018424),2,sciplex_MCF7
0.995,4.6064599502090005,Ruxolitinib (INCB018424),2,sciplex_MCF7
0.1,3.280855997572231,S-Ruxolitinib (INCB018424),2,sciplex_MCF7
0.2,3.3810916302310736,S-Ruxolitinib (INCB018424),2,sciplex_MCF7
0.5,4.842149825308412,S-Ruxolitinib (INCB018424),2,sciplex_MCF7
0.8,5.199888173189054,S-Ruxolitinib (INCB018424),2,sciplex_MCF7
0.9,5.287180315015975,S-Ruxolitinib (INCB018424),2,sciplex_MCF7
0.99,5.554950735861778,S-Ruxolitinib (INCB018424),2,sciplex_MCF7
0.995,5.587728780148218,S-Ruxolitinib (INCB018424),2,sciplex_MCF7
0.1,3.424821313501752,S3I-201,2,sciplex_MCF7
0.2,3.489244555961678,S3I-201,2,sciplex_MCF7
0.5,4.527239646344679,S3I-201,2,sciplex_MCF7
0.8,4.69884679047626,S3I-201,2,sciplex_MCF7
0.9,5.153577551386572,S3I-201,2,sciplex_MCF7
0.99,5.409146774975311,S3I-201,2,sciplex_MCF7
0.995,5.418952019641478,S3I-201,2,sciplex_MCF7
0.1,3.7163098999720012,SB431542,2,sciplex_MCF7
0.2,3.7672881540475593,SB431542,2,sciplex_MCF7
0.5,3.9582272414449307,SB431542,2,sciplex_MCF7
0.8,6.143557274777628,SB431542,2,sciplex_MCF7
0.9,6.2546760776279795,SB431542,2,sciplex_MCF7
0.99,6.592746627326055,SB431542,2,sciplex_MCF7
0.995,6.658468205142649,SB431542,2,sciplex_MCF7
0.1,3.9908536404129076,SGI-1776 free base,2,sciplex_MCF7
0.2,4.1045152462215295,SGI-1776 free base,2,sciplex_MCF7
0.5,5.702303590538931,SGI-1776 free base,2,sciplex_MCF7
0.8,6.316546556015313,SGI-1776 free base,2,sciplex_MCF7
0.9,6.469788979191349,SGI-1776 free base,2,sciplex_MCF7
0.99,6.801952082271341,SGI-1776 free base,2,sciplex_MCF7
0.995,6.874903537031624,SGI-1776 free base,2,sciplex_MCF7
0.1,4.260474720986562,SL-327,2,sciplex_MCF7
0.2,4.407880602261507,SL-327,2,sciplex_MCF7
0.5,4.80688469982684,SL-327,2,sciplex_MCF7
0.8,6.658057925887264,SL-327,2,sciplex_MCF7
0.9,7.649669264350784,SL-327,2,sciplex_MCF7
0.99,8.514413250298283,SL-327,2,sciplex_MCF7
0.995,8.65278470971085,SL-327,2,sciplex_MCF7
0.1,4.247322838349231,SNS-314,2,sciplex_MCF7
0.2,4.358395887740574,SNS-314,2,sciplex_MCF7
0.5,6.22092243032456,SNS-314,2,sciplex_MCF7
0.8,7.0947083951803185,SNS-314,2,sciplex_MCF7
0.9,7.34252390661448,SNS-314,2,sciplex_MCF7
0.99,7.749546086860003,SNS-314,2,sciplex_MCF7
0.995,8.107228696051383,SNS-314,2,sciplex_MCF7
0.1,3.454581803347208,SRT1720 HCl,2,sciplex_MCF7
0.2,3.505344171351443,SRT1720 HCl,2,sciplex_MCF7
0.5,3.6684933135059374,SRT1720 HCl,2,sciplex_MCF7
0.8,5.398740744461422,SRT1720 HCl,2,sciplex_MCF7
0.9,5.47899835584804,SRT1720 HCl,2,sciplex_MCF7
0.99,5.7700220048346,SRT1720 HCl,2,sciplex_MCF7
0.995,5.855956058908567,SRT1720 HCl,2,sciplex_MCF7
0.1,3.0565771170018263,SRT2104 (GSK2245840),2,sciplex_MCF7
0.2,4.029364690151575,SRT2104 (GSK2245840),2,sciplex_MCF7
0.5,4.372194573196135,SRT2104 (GSK2245840),2,sciplex_MCF7
0.8,4.474807785035239,SRT2104 (GSK2245840),2,sciplex_MCF7
0.9,4.5530106096184495,SRT2104 (GSK2245840),2,sciplex_MCF7
0.99,4.751112545182156,SRT2104 (GSK2245840),2,sciplex_MCF7
0.995,4.802582016079964,SRT2104 (GSK2245840),2,sciplex_MCF7
0.1,3.0077554163129023,SRT3025 HCl,2,sciplex_MCF7
0.2,3.0384874792331416,SRT3025 HCl,2,sciplex_MCF7
0.5,3.1655424349623678,SRT3025 HCl,2,sciplex_MCF7
0.8,3.768358227648975,SRT3025 HCl,2,sciplex_MCF7
0.9,4.419663467004818,SRT3025 HCl,2,sciplex_MCF7
0.99,4.583312353881983,SRT3025 HCl,2,sciplex_MCF7
0.995,4.611663067187448,SRT3025 HCl,2,sciplex_MCF7
0.1,3.0788738255095787,Selisistat (EX 527),2,sciplex_MCF7
0.2,3.1462418883969154,Selisistat (EX 527),2,sciplex_MCF7
0.5,3.8783588452806246,Selisistat (EX 527),2,sciplex_MCF7
0.8,4.715061815235811,Selisistat (EX 527),2,sciplex_MCF7
0.9,4.8997815280608705,Selisistat (EX 527),2,sciplex_MCF7
0.99,5.231378671222582,Selisistat (EX 527),2,sciplex_MCF7
0.995,5.291171280649816,Selisistat (EX 527),2,sciplex_MCF7
0.1,3.421551776882915,Sirtinol,2,sciplex_MCF7
0.2,3.516038634546033,Sirtinol,2,sciplex_MCF7
0.5,4.735489745614895,Sirtinol,2,sciplex_MCF7
0.8,5.490539382529517,Sirtinol,2,sciplex_MCF7
0.9,5.658256540139944,Sirtinol,2,sciplex_MCF7
0.99,6.041202782074154,Sirtinol,2,sciplex_MCF7
0.995,6.082227617704686,Sirtinol,2,sciplex_MCF7
0.1,3.225066073699339,Sodium Phenylbutyrate,2,sciplex_MCF7
0.2,3.263231896686763,Sodium Phenylbutyrate,2,sciplex_MCF7
0.5,3.4019609746135675,Sodium Phenylbutyrate,2,sciplex_MCF7
0.8,5.144473497975718,Sodium Phenylbutyrate,2,sciplex_MCF7
0.9,5.228552034354681,Sodium Phenylbutyrate,2,sciplex_MCF7
0.99,5.40778293889359,Sodium Phenylbutyrate,2,sciplex_MCF7
0.995,5.480620374995558,Sodium Phenylbutyrate,2,sciplex_MCF7
0.1,4.234360674683475,Sorafenib Tosylate,2,sciplex_MCF7
0.2,4.32642613922699,Sorafenib Tosylate,2,sciplex_MCF7
0.5,4.613924651318394,Sorafenib Tosylate,2,sciplex_MCF7
0.8,7.636721645480886,Sorafenib Tosylate,2,sciplex_MCF7
0.9,7.936358606297045,Sorafenib Tosylate,2,sciplex_MCF7
0.99,8.30264979206911,Sorafenib Tosylate,2,sciplex_MCF7
0.995,8.363068754840418,Sorafenib Tosylate,2,sciplex_MCF7
0.1,3.315238704691081,Streptozotocin (STZ),2,sciplex_MCF7
0.2,3.382458568578861,Streptozotocin (STZ),2,sciplex_MCF7
0.5,4.143644019127452,Streptozotocin (STZ),2,sciplex_MCF7
0.8,5.338447949700761,Streptozotocin (STZ),2,sciplex_MCF7
0.9,5.485620194610092,Streptozotocin (STZ),2,sciplex_MCF7
0.99,5.746452016565671,Streptozotocin (STZ),2,sciplex_MCF7
0.995,5.757401158539573,Streptozotocin (STZ),2,sciplex_MCF7
0.1,5.627617622964877,TAK-901,2,sciplex_MCF7
0.2,5.9379344762032895,TAK-901,2,sciplex_MCF7
0.5,8.745583958522195,TAK-901,2,sciplex_MCF7
0.8,9.325195184423151,TAK-901,2,sciplex_MCF7
0.9,9.576450414506274,TAK-901,2,sciplex_MCF7
0.99,10.397367259233201,TAK-901,2,sciplex_MCF7
0.995,10.529983778334014,TAK-901,2,sciplex_MCF7
0.1,4.282325150345639,TG101209,2,sciplex_MCF7
0.2,4.449737296786677,TG101209,2,sciplex_MCF7
0.5,5.370979292947018,TG101209,2,sciplex_MCF7
0.8,6.366274469748927,TG101209,2,sciplex_MCF7
0.9,6.911642324779518,TG101209,2,sciplex_MCF7
0.99,7.526900208265047,TG101209,2,sciplex_MCF7
0.995,7.596437003654772,TG101209,2,sciplex_MCF7
0.1,3.512889886187653,TGX-221,2,sciplex_MCF7
0.2,3.5905479617049814,TGX-221,2,sciplex_MCF7
0.5,4.78855029498534,TGX-221,2,sciplex_MCF7
0.8,5.408390019407404,TGX-221,2,sciplex_MCF7
0.9,5.532062099417949,TGX-221,2,sciplex_MCF7
0.99,5.757330840408147,TGX-221,2,sciplex_MCF7
0.995,5.902428282417563,TGX-221,2,sciplex_MCF7
0.1,3.2539884476334406,TMP195,2,sciplex_MCF7
0.2,3.3890470965736696,TMP195,2,sciplex_MCF7
0.5,4.517102437453205,TMP195,2,sciplex_MCF7
0.8,4.754475574534777,TMP195,2,sciplex_MCF7
0.9,4.870256651324274,TMP195,2,sciplex_MCF7
0.99,5.090780451223995,TMP195,2,sciplex_MCF7
0.995,5.1105093775939325,TMP195,2,sciplex_MCF7
0.1,3.1386495566880073,Tacedinaline (CI994),2,sciplex_MCF7
0.2,3.193905254881531,Tacedinaline (CI994),2,sciplex_MCF7
0.5,4.389676026464981,Tacedinaline (CI994),2,sciplex_MCF7
0.8,4.864979667968795,Tacedinaline (CI994),2,sciplex_MCF7
0.9,4.953553041073878,Tacedinaline (CI994),2,sciplex_MCF7
0.99,5.1163337610280974,Tacedinaline (CI994),2,sciplex_MCF7
0.995,5.200162677886701,Tacedinaline (CI994),2,sciplex_MCF7
0.1,4.288282801648529,Tanespimycin (17-AAG),2,sciplex_MCF7
0.2,4.405137755100358,Tanespimycin (17-AAG),2,sciplex_MCF7
0.5,5.432714002747154,Tanespimycin (17-AAG),2,sciplex_MCF7
0.8,6.085199999808631,Tanespimycin (17-AAG),2,sciplex_MCF7
0.9,6.40254804115925,Tanespimycin (17-AAG),2,sciplex_MCF7
0.99,7.122074878756466,Tanespimycin (17-AAG),2,sciplex_MCF7
0.995,7.193278556339501,Tanespimycin (17-AAG),2,sciplex_MCF7
0.1,2.9415552986155236,Tazemetostat (EPZ-6438),2,sciplex_MCF7
0.2,2.9867010310303086,Tazemetostat (EPZ-6438),2,sciplex_MCF7
0.5,3.1298929240297033,Tazemetostat (EPZ-6438),2,sciplex_MCF7
0.8,4.247182705515539,Tazemetostat (EPZ-6438),2,sciplex_MCF7
0.9,4.332175453442226,Tazemetostat (EPZ-6438),2,sciplex_MCF7
0.99,4.4021069175152805,Tazemetostat (EPZ-6438),2,sciplex_MCF7
0.995,4.430362675525596,Tazemetostat (EPZ-6438),2,sciplex_MCF7
0.1,3.717082423125098,"Temsirolimus (CCI-779, NSC 683864)",2,sciplex_MCF7
0.2,3.806413374588479,"Temsirolimus (CCI-779, NSC 683864)",2,sciplex_MCF7
0.5,4.605806297212199,"Temsirolimus (CCI-779, NSC 683864)",2,sciplex_MCF7
0.8,5.884704640567753,"Temsirolimus (CCI-779, NSC 683864)",2,sciplex_MCF7
0.9,6.050124282979011,"Temsirolimus (CCI-779, NSC 683864)",2,sciplex_MCF7
0.99,6.365707574649696,"Temsirolimus (CCI-779, NSC 683864)",2,sciplex_MCF7
0.995,6.3719487322061,"Temsirolimus (CCI-779, NSC 683864)",2,sciplex_MCF7
0.1,3.4935404069903235,Thalidomide,2,sciplex_MCF7
0.2,3.59145964135453,Thalidomide,2,sciplex_MCF7
0.5,4.809379780090149,Thalidomide,2,sciplex_MCF7
0.8,5.3474540254444705,Thalidomide,2,sciplex_MCF7
0.9,5.6323335156607826,Thalidomide,2,sciplex_MCF7
0.99,5.86728278042079,Thalidomide,2,sciplex_MCF7
0.995,5.928512420244484,Thalidomide,2,sciplex_MCF7
0.1,3.5599543267088203,Thiotepa,2,sciplex_MCF7
0.2,3.612963052970507,Thiotepa,2,sciplex_MCF7
0.5,4.329961824125869,Thiotepa,2,sciplex_MCF7
0.8,5.474291975142419,Thiotepa,2,sciplex_MCF7
0.9,5.653505737466038,Thiotepa,2,sciplex_MCF7
0.99,6.042431426854922,Thiotepa,2,sciplex_MCF7
0.995,6.121386274195109,Thiotepa,2,sciplex_MCF7
0.1,3.6626093125704653,Tie2 kinase inhibitor,2,sciplex_MCF7
0.2,3.765790251262305,Tie2 kinase inhibitor,2,sciplex_MCF7
0.5,5.407398848990804,Tie2 kinase inhibitor,2,sciplex_MCF7
0.8,5.779011609798856,Tie2 kinase inhibitor,2,sciplex_MCF7
0.9,5.886975239936958,Tie2 kinase inhibitor,2,sciplex_MCF7
0.99,6.253148386743769,Tie2 kinase inhibitor,2,sciplex_MCF7
0.995,6.284503207625735,Tie2 kinase inhibitor,2,sciplex_MCF7
0.1,3.118653986751204,Tofacitinib (CP-690550) Citrate,2,sciplex_MCF7
0.2,3.165527727521032,Tofacitinib (CP-690550) Citrate,2,sciplex_MCF7
0.5,3.824096232169418,Tofacitinib (CP-690550) Citrate,2,sciplex_MCF7
0.8,4.714845659004965,Tofacitinib (CP-690550) Citrate,2,sciplex_MCF7
0.9,4.803716214537456,Tofacitinib (CP-690550) Citrate,2,sciplex_MCF7
0.99,5.029013785448754,Tofacitinib (CP-690550) Citrate,2,sciplex_MCF7
0.995,5.0520834679724205,Tofacitinib (CP-690550) Citrate,2,sciplex_MCF7
0.1,4.160571369774896,Toremifene Citrate,2,sciplex_MCF7
0.2,4.324815096910393,Toremifene Citrate,2,sciplex_MCF7
0.5,6.438452344274119,Toremifene Citrate,2,sciplex_MCF7
0.8,6.802073930060845,Toremifene Citrate,2,sciplex_MCF7
0.9,6.9892983528756085,Toremifene Citrate,2,sciplex_MCF7
0.99,7.360544899253429,Toremifene Citrate,2,sciplex_MCF7
0.995,7.456016252389726,Toremifene Citrate,2,sciplex_MCF7
0.1,3.2535127306379055,"Tozasertib (VX-680, MK-0457)",2,sciplex_MCF7
0.2,3.303373691293436,"Tozasertib (VX-680, MK-0457)",2,sciplex_MCF7
0.5,3.4536909528395814,"Tozasertib (VX-680, MK-0457)",2,sciplex_MCF7
0.8,4.940309978085724,"Tozasertib (VX-680, MK-0457)",2,sciplex_MCF7
0.9,5.054631539760923,"Tozasertib (VX-680, MK-0457)",2,sciplex_MCF7
0.99,5.270493619639903,"Tozasertib (VX-680, MK-0457)",2,sciplex_MCF7
0.995,5.3587886583837125,"Tozasertib (VX-680, MK-0457)",2,sciplex_MCF7
0.1,3.6204277225489943,Trametinib (GSK1120212),2,sciplex_MCF7
0.2,3.6806579176754197,Trametinib (GSK1120212),2,sciplex_MCF7
0.5,4.9034985630150025,Trametinib (GSK1120212),2,sciplex_MCF7
0.8,5.564127802400884,Trametinib (GSK1120212),2,sciplex_MCF7
0.9,5.673941092422215,Trametinib (GSK1120212),2,sciplex_MCF7
0.99,5.849225448188035,Trametinib (GSK1120212),2,sciplex_MCF7
0.995,5.855006531031482,Trametinib (GSK1120212),2,sciplex_MCF7
0.1,3.1269204822996044,Tranylcypromine (2-PCPA) HCl,2,sciplex_MCF7
0.2,3.170172643761294,Tranylcypromine (2-PCPA) HCl,2,sciplex_MCF7
0.5,3.826324842776267,Tranylcypromine (2-PCPA) HCl,2,sciplex_MCF7
0.8,4.712268905818815,Tranylcypromine (2-PCPA) HCl,2,sciplex_MCF7
0.9,4.795207674776413,Tranylcypromine (2-PCPA) HCl,2,sciplex_MCF7
0.99,4.983265636224136,Tranylcypromine (2-PCPA) HCl,2,sciplex_MCF7
0.995,5.025593220940386,Tranylcypromine (2-PCPA) HCl,2,sciplex_MCF7
0.1,4.450904506883778,Triamcinolone Acetonide,2,sciplex_MCF7
0.2,4.884826265851317,Triamcinolone Acetonide,2,sciplex_MCF7
0.5,5.315152132462385,Triamcinolone Acetonide,2,sciplex_MCF7
0.8,5.583520479331006,Triamcinolone Acetonide,2,sciplex_MCF7
0.9,5.7405112184361995,Triamcinolone Acetonide,2,sciplex_MCF7
0.99,6.065864033361387,Triamcinolone Acetonide,2,sciplex_MCF7
0.995,6.2077041088869915,Triamcinolone Acetonide,2,sciplex_MCF7
0.1,3.5781708226454736,Trichostatin A (TSA),2,sciplex_MCF7
0.2,3.6931955754217842,Trichostatin A (TSA),2,sciplex_MCF7
0.5,4.612076808246405,Trichostatin A (TSA),2,sciplex_MCF7
0.8,5.827188888223258,Trichostatin A (TSA),2,sciplex_MCF7
0.9,5.96157551774178,Trichostatin A (TSA),2,sciplex_MCF7
0.99,6.127507574852287,Trichostatin A (TSA),2,sciplex_MCF7
0.995,6.166685965337714,Trichostatin A (TSA),2,sciplex_MCF7
0.1,3.1553502874277535,Tubastatin A HCl,2,sciplex_MCF7
0.2,3.2026423686700074,Tubastatin A HCl,2,sciplex_MCF7
0.5,3.3105556544267127,Tubastatin A HCl,2,sciplex_MCF7
0.8,4.607299891443685,Tubastatin A HCl,2,sciplex_MCF7
0.9,5.001847803384225,Tubastatin A HCl,2,sciplex_MCF7
0.99,5.389067480479916,Tubastatin A HCl,2,sciplex_MCF7
0.995,5.389635007195758,Tubastatin A HCl,2,sciplex_MCF7
0.1,3.262567613397836,Tucidinostat (Chidamide),2,sciplex_MCF7
0.2,3.2930378406107814,Tucidinostat (Chidamide),2,sciplex_MCF7
0.5,3.4313136129052815,Tucidinostat (Chidamide),2,sciplex_MCF7
0.8,4.972909912384867,Tucidinostat (Chidamide),2,sciplex_MCF7
0.9,5.106750662301406,Tucidinostat (Chidamide),2,sciplex_MCF7
0.99,5.300496853644825,Tucidinostat (Chidamide),2,sciplex_MCF7
0.995,5.354438129993556,Tucidinostat (Chidamide),2,sciplex_MCF7
0.1,4.0146048077286265,UNC0379,2,sciplex_MCF7
0.2,5.323554076070361,UNC0379,2,sciplex_MCF7
0.5,5.839423917830796,UNC0379,2,sciplex_MCF7
0.8,6.240417543059183,UNC0379,2,sciplex_MCF7
0.9,6.385067913532935,UNC0379,2,sciplex_MCF7
0.99,6.569688449797403,UNC0379,2,sciplex_MCF7
0.995,6.590567008912469,UNC0379,2,sciplex_MCF7
0.1,3.1176794380561472,UNC0631,2,sciplex_MCF7
0.2,3.152348748524827,UNC0631,2,sciplex_MCF7
0.5,3.2339918591578423,UNC0631,2,sciplex_MCF7
0.8,4.0080634345805635,UNC0631,2,sciplex_MCF7
0.9,4.667368012904011,UNC0631,2,sciplex_MCF7
0.99,5.019903108368772,UNC0631,2,sciplex_MCF7
0.995,5.022388805630594,UNC0631,2,sciplex_MCF7
0.1,3.0560787610648505,UNC1999,2,sciplex_MCF7
0.2,3.079630097107782,UNC1999,2,sciplex_MCF7
0.5,3.2071373393350404,UNC1999,2,sciplex_MCF7
0.8,4.477814488570911,UNC1999,2,sciplex_MCF7
0.9,4.572444399155733,UNC1999,2,sciplex_MCF7
0.99,4.73893056782741,UNC1999,2,sciplex_MCF7
0.995,4.748398340013783,UNC1999,2,sciplex_MCF7
0.1,3.8511078698354857,Valproic acid sodium salt (Sodium valproate),2,sciplex_MCF7
0.2,3.922548163949068,Valproic acid sodium salt (Sodium valproate),2,sciplex_MCF7
0.5,4.142299986790137,Valproic acid sodium salt (Sodium valproate),2,sciplex_MCF7
0.8,5.010958851162629,Valproic acid sodium salt (Sodium valproate),2,sciplex_MCF7
0.9,5.072590575000689,Valproic acid sodium salt (Sodium valproate),2,sciplex_MCF7
0.99,5.218489217232047,Valproic acid sodium salt (Sodium valproate),2,sciplex_MCF7
0.995,5.229133041086973,Valproic acid sodium salt (Sodium valproate),2,sciplex_MCF7
0.1,4.203979662031181,Vandetanib (ZD6474),2,sciplex_MCF7
0.2,4.288567281412287,Vandetanib (ZD6474),2,sciplex_MCF7
0.5,4.506793689666775,Vandetanib (ZD6474),2,sciplex_MCF7
0.8,5.192816835873406,Vandetanib (ZD6474),2,sciplex_MCF7
0.9,5.84019042046786,Vandetanib (ZD6474),2,sciplex_MCF7
0.99,6.2052650064231365,Vandetanib (ZD6474),2,sciplex_MCF7
0.995,6.435417516534132,Vandetanib (ZD6474),2,sciplex_MCF7
0.1,4.891651655495999,Veliparib (ABT-888),2,sciplex_MCF7
0.2,5.062343842441297,Veliparib (ABT-888),2,sciplex_MCF7
0.5,5.773721235064807,Veliparib (ABT-888),2,sciplex_MCF7
0.8,6.196686162019261,Veliparib (ABT-888),2,sciplex_MCF7
0.9,6.255869041449602,Veliparib (ABT-888),2,sciplex_MCF7
0.99,6.409944036935361,Veliparib (ABT-888),2,sciplex_MCF7
0.995,6.468096370860576,Veliparib (ABT-888),2,sciplex_MCF7
0.1,3.2616049769307254,WHI-P154,2,sciplex_MCF7
0.2,3.30973840904179,WHI-P154,2,sciplex_MCF7
0.5,3.464145847118175,WHI-P154,2,sciplex_MCF7
0.8,5.4514121714632475,WHI-P154,2,sciplex_MCF7
0.9,5.7381444138770235,WHI-P154,2,sciplex_MCF7
0.99,6.233562089717287,WHI-P154,2,sciplex_MCF7
0.995,6.2794713733150775,WHI-P154,2,sciplex_MCF7
0.1,3.139498901409509,WP1066,2,sciplex_MCF7
0.2,3.173359010393298,WP1066,2,sciplex_MCF7
0.5,3.2892565369854365,WP1066,2,sciplex_MCF7
0.8,4.703170725562077,WP1066,2,sciplex_MCF7
0.9,4.973133250277394,WP1066,2,sciplex_MCF7
0.99,5.25628068993225,WP1066,2,sciplex_MCF7
0.995,5.269180976673488,WP1066,2,sciplex_MCF7
0.1,3.6561446949596013,XAV-939,2,sciplex_MCF7
0.2,4.591096844089993,XAV-939,2,sciplex_MCF7
0.5,5.235482511520189,XAV-939,2,sciplex_MCF7
0.8,5.459577292539618,XAV-939,2,sciplex_MCF7
0.9,5.550713291978948,XAV-939,2,sciplex_MCF7
0.99,5.762854278850292,XAV-939,2,sciplex_MCF7
0.995,5.814179447023526,XAV-939,2,sciplex_MCF7
0.1,6.380695511293797,YM155 (Sepantronium Bromide),2,sciplex_MCF7
0.2,20.5267003141791,YM155 (Sepantronium Bromide),2,sciplex_MCF7
0.5,21.02933424676825,YM155 (Sepantronium Bromide),2,sciplex_MCF7
0.8,22.821822086874807,YM155 (Sepantronium Bromide),2,sciplex_MCF7
0.9,34.72345704736728,YM155 (Sepantronium Bromide),2,sciplex_MCF7
0.99,52.65766311016271,YM155 (Sepantronium Bromide),2,sciplex_MCF7
0.995,52.68966566277676,YM155 (Sepantronium Bromide),2,sciplex_MCF7
0.1,3.5392923479066205,ZM 447439,2,sciplex_MCF7
0.2,3.598232868160043,ZM 447439,2,sciplex_MCF7
0.5,5.024013963746954,ZM 447439,2,sciplex_MCF7
0.8,5.1965467321380014,ZM 447439,2,sciplex_MCF7
0.9,5.25836726211367,ZM 447439,2,sciplex_MCF7
0.99,5.4530290057608735,ZM 447439,2,sciplex_MCF7
0.995,5.577945364399281,ZM 447439,2,sciplex_MCF7
0.1,3.4141765026637785,Zileuton,2,sciplex_MCF7
0.2,3.4740051025815846,Zileuton,2,sciplex_MCF7
0.5,3.6120215329105796,Zileuton,2,sciplex_MCF7
0.8,4.730662934649278,Zileuton,2,sciplex_MCF7
0.9,5.07243692249911,Zileuton,2,sciplex_MCF7
0.99,5.616157743893447,Zileuton,2,sciplex_MCF7
0.995,5.627838308988233,Zileuton,2,sciplex_MCF7
0.1,3.538080659900858,(+)-JQ1,4,sciplex_A549
0.2,3.8297737016264612,(+)-JQ1,4,sciplex_A549
0.5,4.082977209356455,(+)-JQ1,4,sciplex_A549
0.8,4.885982320654611,(+)-JQ1,4,sciplex_A549
0.9,5.479004025687917,(+)-JQ1,4,sciplex_A549
0.99,7.122636200773311,(+)-JQ1,4,sciplex_A549
0.995,7.214698022633739,(+)-JQ1,4,sciplex_A549
0.1,3.9564480828933846,2-Methoxyestradiol (2-MeOE2),4,sciplex_A549
0.2,4.365473497324272,2-Methoxyestradiol (2-MeOE2),4,sciplex_A549
0.5,4.677660558544808,2-Methoxyestradiol (2-MeOE2),4,sciplex_A549
0.8,5.821664677190826,2-Methoxyestradiol (2-MeOE2),4,sciplex_A549
0.9,6.78169904150735,2-Methoxyestradiol (2-MeOE2),4,sciplex_A549
