,dataset,fold,metrics,name,f1_score,recall,precision,f1_classwise,f1_score_nans_are_zeros,primary_metric,roc_auc,average_precision,cell_line,quantile
36,expression/pert_prediction_essential_deg,K-562.0,"{'roc_auc': 0.4836595952510834, 'average_precision': 0.34967371821403503, 'f1_score': 0.33945217728614807, 'recall': 0.34967371821403503, 'precision': 0.3301544487476349, 'f1_classwise': 0.3234756290912628, 'f1_score_nans_are_zeros': 0.3234756290912628, 'primary_metric': 'f1_score'}",no_change,0.33945217728614807,0.34967371821403503,0.3301544487476349,0.3234756290912628,0.3234756290912628,f1_score,0.4836595952510834,0.34967371821403503,K-562,
37,expression/pert_prediction_essential_deg,K-562.0,"{'roc_auc': 0.4836595952510834, 'average_precision': 0.34967371821403503, 'f1_score': 0.33945217728614807, 'recall': 0.34967371821403503, 'precision': 0.3301544487476349, 'f1_classwise': 0.3234756290912628, 'f1_score_nans_are_zeros': 0.3234756290912628, 'primary_metric': 'f1_score'}",prior,0.33945217728614807,0.34967371821403503,0.3301544487476349,0.3234756290912628,0.3234756290912628,f1_score,0.4836595952510834,0.34967371821403503,K-562,
35,expression/pert_prediction_essential_deg,Hep-G2.0,"{'roc_auc': 0.4546436071395874, 'average_precision': 0.37881529331207275, 'f1_score': 0.36710190773010254, 'recall': 0.37881529331207275, 'precision': 0.35665878653526306, 'f1_classwise': 0.3231545090675354, 'f1_score_nans_are_zeros': 0.3231545090675354, 'primary_metric': 'f1_score'}",prior,0.36710190773010254,0.37881529331207275,0.35665878653526306,0.3231545090675354,0.3231545090675354,f1_score,0.4546436071395874,0.37881529331207275,Hep-G2,
36,expression/pert_prediction_essential_deg,Hep-G2.0,"{'roc_auc': 0.4546436071395874, 'average_precision': 0.37881529331207275, 'f1_score': 0.36710190773010254, 'recall': 0.37881529331207275, 'precision': 0.35665878653526306, 'f1_classwise': 0.3231545090675354, 'f1_score_nans_are_zeros': 0.3231545090675354, 'primary_metric': 'f1_score'}",no_change,0.36710190773010254,0.37881529331207275,0.35665878653526306,0.3231545090675354,0.3231545090675354,f1_score,0.4546436071395874,0.37881529331207275,Hep-G2,
35,expression/pert_prediction_essential_deg,Jurkat.0,"{'roc_auc': 0.4527108669281006, 'average_precision': 0.3810240924358368, 'f1_score': 0.3742577135562897, 'recall': 0.3810240924358368, 'precision': 0.3680194616317749, 'f1_classwise': 0.3271652162075043, 'f1_score_nans_are_zeros': 0.3271652162075043, 'primary_metric': 'f1_score'}",most_frequent,0.3742577135562897,0.3810240924358368,0.3680194616317749,0.3271652162075043,0.3271652162075043,f1_score,0.4527108669281006,0.3810240924358368,Jurkat,
35,expression/pert_prediction_essential_deg,K-562.1,"{'roc_auc': 0.4884789288043976, 'average_precision': 0.3448544442653656, 'f1_score': 0.33118247985839844, 'recall': 0.3448544442653656, 'precision': 0.31912121176719666, 'f1_classwise': 0.3200185000896454, 'f1_score_nans_are_zeros': 0.3200185000896454, 'primary_metric': 'f1_score'}",most_frequent,0.33118247985839844,0.3448544442653656,0.31912121176719666,0.3200185000896454,0.3200185000896454,f1_score,0.4884789288043976,0.3448544442653656,K-562,
36,expression/pert_prediction_essential_deg,Jurkat.0,"{'roc_auc': 0.4527108669281006, 'average_precision': 0.3810240924358368, 'f1_score': 0.3742577135562897, 'recall': 0.3810240924358368, 'precision': 0.3680194616317749, 'f1_classwise': 0.3271652162075043, 'f1_score_nans_are_zeros': 0.3271652162075043, 'primary_metric': 'f1_score'}",prior,0.3742577135562897,0.3810240924358368,0.3680194616317749,0.3271652162075043,0.3271652162075043,f1_score,0.4527108669281006,0.3810240924358368,Jurkat,
36,expression/pert_prediction_essential_deg,K-562.1,"{'roc_auc': 0.4884789288043976, 'average_precision': 0.3448544442653656, 'f1_score': 0.33118247985839844, 'recall': 0.3448544442653656, 'precision': 0.31912121176719666, 'f1_classwise': 0.3200185000896454, 'f1_score_nans_are_zeros': 0.3200185000896454, 'primary_metric': 'f1_score'}",prior,0.33118247985839844,0.3448544442653656,0.31912121176719666,0.3200185000896454,0.3200185000896454,f1_score,0.4884789288043976,0.3448544442653656,K-562,
35,expression/pert_prediction_essential_deg,hTERT-RPE1.0,"{'roc_auc': 0.47351908683776855, 'average_precision': 0.35981425642967224, 'f1_score': 0.34018149971961975, 'recall': 0.35981425642967224, 'precision': 0.3245675265789032, 'f1_classwise': 0.31522294878959656, 'f1_score_nans_are_zeros': 0.3151857554912567, 'primary_metric': 'f1_score'}",most_frequent,0.34018149971961975,0.35981425642967224,0.3245675265789032,0.31522294878959656,0.3151857554912567,f1_score,0.47351908683776855,0.35981425642967224,hTERT-RPE1,
37,expression/pert_prediction_essential_deg,Jurkat.0,"{'roc_auc': 0.4527108669281006, 'average_precision': 0.3810240924358368, 'f1_score': 0.3742577135562897, 'recall': 0.3810240924358368, 'precision': 0.3680194616317749, 'f1_classwise': 0.3271652162075043, 'f1_score_nans_are_zeros': 0.3271652162075043, 'primary_metric': 'f1_score'}",no_change,0.3742577135562897,0.3810240924358368,0.3680194616317749,0.3271652162075043,0.3271652162075043,f1_score,0.4527108669281006,0.3810240924358368,Jurkat,
37,expression/pert_prediction_essential_deg,K-562.1,"{'roc_auc': 0.4884789288043976, 'average_precision': 0.3448544442653656, 'f1_score': 0.33118247985839844, 'recall': 0.3448544442653656, 'precision': 0.31912121176719666, 'f1_classwise': 0.3200185000896454, 'f1_score_nans_are_zeros': 0.3200185000896454, 'primary_metric': 'f1_score'}",no_change,0.33118247985839844,0.3448544442653656,0.31912121176719666,0.3200185000896454,0.3200185000896454,f1_score,0.4884789288043976,0.3448544442653656,K-562,
36,expression/pert_prediction_essential_deg,hTERT-RPE1.0,"{'roc_auc': 0.47351908683776855, 'average_precision': 0.35981425642967224, 'f1_score': 0.34018149971961975, 'recall': 0.35981425642967224, 'precision': 0.3245675265789032, 'f1_classwise': 0.31522294878959656, 'f1_score_nans_are_zeros': 0.3151857554912567, 'primary_metric': 'f1_score'}",prior,0.34018149971961975,0.35981425642967224,0.3245675265789032,0.31522294878959656,0.3151857554912567,f1_score,0.47351908683776855,0.35981425642967224,hTERT-RPE1,
38,expression/pert_prediction_essential_deg,K-562.0,"{'roc_auc': 0.4836595952510834, 'average_precision': 0.34967371821403503, 'f1_score': 0.33945217728614807, 'recall': 0.34967371821403503, 'precision': 0.3301544487476349, 'f1_classwise': 0.3234756290912628, 'f1_score_nans_are_zeros': 0.3234756290912628, 'primary_metric': 'f1_score'}",most_frequent,0.33945217728614807,0.34967371821403503,0.3301544487476349,0.3234756290912628,0.3234756290912628,f1_score,0.4836595952510834,0.34967371821403503,K-562,
37,expression/pert_prediction_essential_deg,Hep-G2.0,"{'roc_auc': 0.4546436071395874, 'average_precision': 0.37881529331207275, 'f1_score': 0.36710190773010254, 'recall': 0.37881529331207275, 'precision': 0.35665878653526306, 'f1_classwise': 0.3231545090675354, 'f1_score_nans_are_zeros': 0.3231545090675354, 'primary_metric': 'f1_score'}",most_frequent,0.36710190773010254,0.37881529331207275,0.35665878653526306,0.3231545090675354,0.3231545090675354,f1_score,0.4546436071395874,0.37881529331207275,Hep-G2,
37,expression/pert_prediction_essential_deg,hTERT-RPE1.0,"{'roc_auc': 0.47351908683776855, 'average_precision': 0.35981425642967224, 'f1_score': 0.34024956822395325, 'recall': 0.35981425642967224, 'precision': 0.32464364171028137, 'f1_classwise': 0.3152512013912201, 'f1_score_nans_are_zeros': 0.31525126099586487, 'primary_metric': 'f1_score'}",no_change,0.34024956822395325,0.35981425642967224,0.32464364171028137,0.3152512013912201,0.31525126099586487,f1_score,0.47351908683776855,0.35981425642967224,hTERT-RPE1,
35,expression/pert_prediction_essential_deg,Jurkat.1,"{'roc_auc': 0.4547690749168396, 'average_precision': 0.378865510225296, 'f1_score': 0.3699575364589691, 'recall': 0.378865510225296, 'precision': 0.3619203269481659, 'f1_classwise': 0.32524746656417847, 'f1_score_nans_are_zeros': 0.32524749636650085, 'primary_metric': 'f1_score'}",no_change,0.3699575364589691,0.378865510225296,0.3619203269481659,0.32524746656417847,0.32524749636650085,f1_score,0.4547690749168396,0.378865510225296,Jurkat,
35,expression/pert_prediction_essential_deg,Jurkat.2,"{'roc_auc': 0.4567520320415497, 'average_precision': 0.3769076466560364, 'f1_score': 0.368540495634079, 'recall': 0.3769076466560364, 'precision': 0.3609617352485657, 'f1_classwise': 0.32564884424209595, 'f1_score_nans_are_zeros': 0.32564881443977356, 'primary_metric': 'f1_score'}",most_frequent,0.368540495634079,0.3769076466560364,0.3609617352485657,0.32564884424209595,0.32564881443977356,f1_score,0.4567520320415497,0.3769076466560364,Jurkat,
35,expression/pert_prediction_essential_deg,hTERT-RPE1.1,"{'roc_auc': 0.46837350726127625, 'average_precision': 0.3649598956108093, 'f1_score': 0.3420434296131134, 'recall': 0.3649598956108093, 'precision': 0.3243935704231262, 'f1_classwise': 0.31281396746635437, 'f1_score_nans_are_zeros': 0.3127806484699249, 'primary_metric': 'f1_score'}",prior,0.3420434296131134,0.3649598956108093,0.3243935704231262,0.31281396746635437,0.3127806484699249,f1_score,0.46837350726127625,0.3649598956108093,hTERT-RPE1,
36,expression/pert_prediction_essential_deg,Jurkat.2,"{'roc_auc': 0.4567520320415497, 'average_precision': 0.3769076466560364, 'f1_score': 0.368540495634079, 'recall': 0.3769076466560364, 'precision': 0.3609617352485657, 'f1_classwise': 0.32564884424209595, 'f1_score_nans_are_zeros': 0.32564881443977356, 'primary_metric': 'f1_score'}",prior,0.368540495634079,0.3769076466560364,0.3609617352485657,0.32564884424209595,0.32564881443977356,f1_score,0.4567520320415497,0.3769076466560364,Jurkat,
36,expression/pert_prediction_essential_deg,hTERT-RPE1.1,"{'roc_auc': 0.46837350726127625, 'average_precision': 0.3649598956108093, 'f1_score': 0.34190142154693604, 'recall': 0.3649598956108093, 'precision': 0.3242349326610565, 'f1_classwise': 0.31264546513557434, 'f1_score_nans_are_zeros': 0.31264546513557434, 'primary_metric': 'f1_score'}",no_change,0.34190142154693604,0.3649598956108093,0.3242349326610565,0.31264546513557434,0.31264546513557434,f1_score,0.46837350726127625,0.3649598956108093,hTERT-RPE1,
37,expression/pert_prediction_essential_deg,Jurkat.2,"{'roc_auc': 0.4567520320415497, 'average_precision': 0.3769076466560364, 'f1_score': 0.368540495634079, 'recall': 0.3769076466560364, 'precision': 0.3609617352485657, 'f1_classwise': 0.32564884424209595, 'f1_score_nans_are_zeros': 0.32564881443977356, 'primary_metric': 'f1_score'}",no_change,0.368540495634079,0.3769076466560364,0.3609617352485657,0.32564884424209595,0.32564881443977356,f1_score,0.4567520320415497,0.3769076466560364,Jurkat,
35,expression/pert_prediction_essential_deg,Hep-G2.1,"{'roc_auc': 0.45850902795791626, 'average_precision': 0.37489962577819824, 'f1_score': 0.36037230491638184, 'recall': 0.37489962577819824, 'precision': 0.34778082370758057, 'f1_classwise': 0.32071229815483093, 'f1_score_nans_are_zeros': 0.3207123279571533, 'primary_metric': 'f1_score'}",most_frequent,0.36037230491638184,0.37489962577819824,0.34778082370758057,0.32071229815483093,0.3207123279571533,f1_score,0.45850902795791626,0.37489962577819824,Hep-G2,
36,expression/pert_prediction_essential_deg,Hep-G2.1,"{'roc_auc': 0.45850902795791626, 'average_precision': 0.37489962577819824, 'f1_score': 0.36037230491638184, 'recall': 0.37489962577819824, 'precision': 0.34778082370758057, 'f1_classwise': 0.32071229815483093, 'f1_score_nans_are_zeros': 0.3207123279571533, 'primary_metric': 'f1_score'}",prior,0.36037230491638184,0.37489962577819824,0.34778082370758057,0.32071229815483093,0.3207123279571533,f1_score,0.45850902795791626,0.37489962577819824,Hep-G2,
36,expression/pert_prediction_essential_deg,Jurkat.1,"{'roc_auc': 0.4547690749168396, 'average_precision': 0.378865510225296, 'f1_score': 0.3699575364589691, 'recall': 0.378865510225296, 'precision': 0.3619203269481659, 'f1_classwise': 0.32524746656417847, 'f1_score_nans_are_zeros': 0.32524749636650085, 'primary_metric': 'f1_score'}",most_frequent,0.3699575364589691,0.378865510225296,0.3619203269481659,0.32524746656417847,0.32524749636650085,f1_score,0.4547690749168396,0.378865510225296,Jurkat,
35,expression/pert_prediction_essential_deg,K-562.2,"{'roc_auc': 0.4893072545528412, 'average_precision': 0.34405121207237244, 'f1_score': 0.3297024369239807, 'recall': 0.34405121207237244, 'precision': 0.31710097193717957, 'f1_classwise': 0.319369912147522, 'f1_score_nans_are_zeros': 0.319369912147522, 'primary_metric': 'f1_score'}",most_frequent,0.3297024369239807,0.34405121207237244,0.31710097193717957,0.319369912147522,0.319369912147522,f1_score,0.4893072545528412,0.34405121207237244,K-562,
37,expression/pert_prediction_essential_deg,Hep-G2.1,"{'roc_auc': 0.45850902795791626, 'average_precision': 0.37489962577819824, 'f1_score': 0.36037230491638184, 'recall': 0.37489962577819824, 'precision': 0.34778082370758057, 'f1_classwise': 0.32071229815483093, 'f1_score_nans_are_zeros': 0.3207123279571533, 'primary_metric': 'f1_score'}",no_change,0.36037230491638184,0.37489962577819824,0.34778082370758057,0.32071229815483093,0.3207123279571533,f1_score,0.45850902795791626,0.37489962577819824,Hep-G2,
37,expression/pert_prediction_essential_deg,Jurkat.1,"{'roc_auc': 0.4547690749168396, 'average_precision': 0.378865510225296, 'f1_score': 0.3699575364589691, 'recall': 0.378865510225296, 'precision': 0.3619203269481659, 'f1_classwise': 0.32524746656417847, 'f1_score_nans_are_zeros': 0.32524749636650085, 'primary_metric': 'f1_score'}",prior,0.3699575364589691,0.378865510225296,0.3619203269481659,0.32524746656417847,0.32524749636650085,f1_score,0.4547690749168396,0.378865510225296,Jurkat,
36,expression/pert_prediction_essential_deg,K-562.2,"{'roc_auc': 0.4893072545528412, 'average_precision': 0.34405121207237244, 'f1_score': 0.3297024369239807, 'recall': 0.34405121207237244, 'precision': 0.31710097193717957, 'f1_classwise': 0.319369912147522, 'f1_score_nans_are_zeros': 0.319369912147522, 'primary_metric': 'f1_score'}",prior,0.3297024369239807,0.34405121207237244,0.31710097193717957,0.319369912147522,0.319369912147522,f1_score,0.4893072545528412,0.34405121207237244,K-562,
37,expression/pert_prediction_essential_deg,K-562.2,"{'roc_auc': 0.4893072545528412, 'average_precision': 0.34405121207237244, 'f1_score': 0.3297024369239807, 'recall': 0.34405121207237244, 'precision': 0.31710097193717957, 'f1_classwise': 0.319369912147522, 'f1_score_nans_are_zeros': 0.319369912147522, 'primary_metric': 'f1_score'}",no_change,0.3297024369239807,0.34405121207237244,0.31710097193717957,0.319369912147522,0.319369912147522,f1_score,0.4893072545528412,0.34405121207237244,K-562,
37,expression/pert_prediction_essential_deg,hTERT-RPE1.1,"{'roc_auc': 0.46837350726127625, 'average_precision': 0.3649598956108093, 'f1_score': 0.3420434296131134, 'recall': 0.3649598956108093, 'precision': 0.3243935704231262, 'f1_classwise': 0.31281396746635437, 'f1_score_nans_are_zeros': 0.3127806484699249, 'primary_metric': 'f1_score'}",most_frequent,0.3420434296131134,0.3649598956108093,0.3243935704231262,0.31281396746635437,0.3127806484699249,f1_score,0.46837350726127625,0.3649598956108093,hTERT-RPE1,
35,expression/pert_prediction_essential_deg,hTERT-RPE1.2,"{'roc_auc': 0.47713351249694824, 'average_precision': 0.35619980096817017, 'f1_score': 0.33234384655952454, 'recall': 0.35619980096817017, 'precision': 0.313938707113266, 'f1_classwise': 0.3114820420742035, 'f1_score_nans_are_zeros': 0.3114820122718811, 'primary_metric': 'f1_score'}",no_change,0.33234384655952454,0.35619980096817017,0.313938707113266,0.3114820420742035,0.3114820122718811,f1_score,0.47713351249694824,0.35619980096817017,hTERT-RPE1,
35,expression/pert_prediction_essential_deg,hTERT-RPE1.3,"{'roc_auc': 0.4795181155204773, 'average_precision': 0.3538152575492859, 'f1_score': 0.33160653710365295, 'recall': 0.3538152575492859, 'precision': 0.31447485089302063, 'f1_classwise': 0.3127093017101288, 'f1_score_nans_are_zeros': 0.3127092719078064, 'primary_metric': 'f1_score'}",no_change,0.33160653710365295,0.3538152575492859,0.31447485089302063,0.3127093017101288,0.3127092719078064,f1_score,0.4795181155204773,0.3538152575492859,hTERT-RPE1,
35,expression/pert_prediction_essential_deg,K-562.3,"{'roc_auc': 0.48536649346351624, 'average_precision': 0.3479919731616974, 'f1_score': 0.33472326397895813, 'recall': 0.3479919731616974, 'precision': 0.32292988896369934, 'f1_classwise': 0.3205302655696869, 'f1_score_nans_are_zeros': 0.3205302357673645, 'primary_metric': 'f1_score'}",most_frequent,0.33472326397895813,0.3479919731616974,0.32292988896369934,0.3205302655696869,0.3205302357673645,f1_score,0.48536649346351624,0.3479919731616974,K-562,
36,expression/pert_prediction_essential_deg,K-562.3,"{'roc_auc': 0.48536649346351624, 'average_precision': 0.3479919731616974, 'f1_score': 0.33472326397895813, 'recall': 0.3479919731616974, 'precision': 0.32292988896369934, 'f1_classwise': 0.3205302655696869, 'f1_score_nans_are_zeros': 0.3205302357673645, 'primary_metric': 'f1_score'}",prior,0.33472326397895813,0.3479919731616974,0.32292988896369934,0.3205302655696869,0.3205302357673645,f1_score,0.48536649346351624,0.3479919731616974,K-562,
37,expression/pert_prediction_essential_deg,K-562.3,"{'roc_auc': 0.48536649346351624, 'average_precision': 0.3479919731616974, 'f1_score': 0.33472326397895813, 'recall': 0.3479919731616974, 'precision': 0.32292988896369934, 'f1_classwise': 0.3205302655696869, 'f1_score_nans_are_zeros': 0.3205302357673645, 'primary_metric': 'f1_score'}",no_change,0.33472326397895813,0.3479919731616974,0.32292988896369934,0.3205302655696869,0.3205302357673645,f1_score,0.48536649346351624,0.3479919731616974,K-562,
36,expression/pert_prediction_essential_deg,hTERT-RPE1.2,"{'roc_auc': 0.47713351249694824, 'average_precision': 0.35619980096817017, 'f1_score': 0.33245548605918884, 'recall': 0.35619980096817017, 'precision': 0.31406301259994507, 'f1_classwise': 0.3116195499897003, 'f1_score_nans_are_zeros': 0.3115937113761902, 'primary_metric': 'f1_score'}",most_frequent,0.33245548605918884,0.35619980096817017,0.31406301259994507,0.3116195499897003,0.3115937113761902,f1_score,0.47713351249694824,0.35619980096817017,hTERT-RPE1,
35,expression/pert_prediction_essential_deg,Jurkat.3,"{'roc_auc': 0.46762049198150635, 'average_precision': 0.3658886253833771, 'f1_score': 0.3566628694534302, 'recall': 0.3658886253833771, 'precision': 0.34835299849510193, 'f1_classwise': 0.3247779607772827, 'f1_score_nans_are_zeros': 0.3247779309749603, 'primary_metric': 'f1_score'}",most_frequent,0.3566628694534302,0.3658886253833771,0.34835299849510193,0.3247779607772827,0.3247779309749603,f1_score,0.46762049198150635,0.3658886253833771,Jurkat,
37,expression/pert_prediction_essential_deg,hTERT-RPE1.2,"{'roc_auc': 0.47713351249694824, 'average_precision': 0.35619980096817017, 'f1_score': 0.33245548605918884, 'recall': 0.35619980096817017, 'precision': 0.31406301259994507, 'f1_classwise': 0.3116195499897003, 'f1_score_nans_are_zeros': 0.3115937113761902, 'primary_metric': 'f1_score'}",prior,0.33245548605918884,0.35619980096817017,0.31406301259994507,0.3116195499897003,0.3115937113761902,f1_score,0.47713351249694824,0.35619980096817017,hTERT-RPE1,
36,expression/pert_prediction_essential_deg,Jurkat.3,"{'roc_auc': 0.46762049198150635, 'average_precision': 0.3658886253833771, 'f1_score': 0.3566628694534302, 'recall': 0.3658886253833771, 'precision': 0.34835299849510193, 'f1_classwise': 0.3247779607772827, 'f1_score_nans_are_zeros': 0.3247779309749603, 'primary_metric': 'f1_score'}",prior,0.3566628694534302,0.3658886253833771,0.34835299849510193,0.3247779607772827,0.3247779309749603,f1_score,0.46762049198150635,0.3658886253833771,Jurkat,
35,expression/pert_prediction_essential_deg,Hep-G2.2,"{'roc_auc': 0.4593624472618103, 'average_precision': 0.3739960491657257, 'f1_score': 0.3589557707309723, 'recall': 0.3739960491657257, 'precision': 0.3460441827774048, 'f1_classwise': 0.3202405869960785, 'f1_score_nans_are_zeros': 0.3202406167984009, 'primary_metric': 'f1_score'}",most_frequent,0.3589557707309723,0.3739960491657257,0.3460441827774048,0.3202405869960785,0.3202406167984009,f1_score,0.4593624472618103,0.3739960491657257,Hep-G2,
36,expression/pert_prediction_essential_deg,hTERT-RPE1.3,"{'roc_auc': 0.4795181155204773, 'average_precision': 0.3538152575492859, 'f1_score': 0.3317182660102844, 'recall': 0.3538152575492859, 'precision': 0.3145996034145355, 'f1_classwise': 0.3128429353237152, 'f1_score_nans_are_zeros': 0.31281986832618713, 'primary_metric': 'f1_score'}",most_frequent,0.3317182660102844,0.3538152575492859,0.3145996034145355,0.3128429353237152,0.31281986832618713,f1_score,0.4795181155204773,0.3538152575492859,hTERT-RPE1,
37,expression/pert_prediction_essential_deg,Jurkat.3,"{'roc_auc': 0.46762049198150635, 'average_precision': 0.3658886253833771, 'f1_score': 0.3566628694534302, 'recall': 0.3658886253833771, 'precision': 0.34835299849510193, 'f1_classwise': 0.3247779607772827, 'f1_score_nans_are_zeros': 0.3247779309749603, 'primary_metric': 'f1_score'}",no_change,0.3566628694534302,0.3658886253833771,0.34835299849510193,0.3247779607772827,0.3247779309749603,f1_score,0.46762049198150635,0.3658886253833771,Jurkat,
36,expression/pert_prediction_essential_deg,Hep-G2.2,"{'roc_auc': 0.4593624472618103, 'average_precision': 0.3739960491657257, 'f1_score': 0.3589557707309723, 'recall': 0.3739960491657257, 'precision': 0.3460441827774048, 'f1_classwise': 0.3202405869960785, 'f1_score_nans_are_zeros': 0.3202406167984009, 'primary_metric': 'f1_score'}",prior,0.3589557707309723,0.3739960491657257,0.3460441827774048,0.3202405869960785,0.3202406167984009,f1_score,0.4593624472618103,0.3739960491657257,Hep-G2,
37,expression/pert_prediction_essential_deg,hTERT-RPE1.3,"{'roc_auc': 0.4795181155204773, 'average_precision': 0.3538152575492859, 'f1_score': 0.3317182660102844, 'recall': 0.3538152575492859, 'precision': 0.3145996034145355, 'f1_classwise': 0.3128429353237152, 'f1_score_nans_are_zeros': 0.31281986832618713, 'primary_metric': 'f1_score'}",prior,0.3317182660102844,0.3538152575492859,0.3145996034145355,0.3128429353237152,0.31281986832618713,f1_score,0.4795181155204773,0.3538152575492859,hTERT-RPE1,
37,expression/pert_prediction_essential_deg,Hep-G2.2,"{'roc_auc': 0.4593624472618103, 'average_precision': 0.3739960491657257, 'f1_score': 0.3589557707309723, 'recall': 0.3739960491657257, 'precision': 0.3460441827774048, 'f1_classwise': 0.3202405869960785, 'f1_score_nans_are_zeros': 0.3202406167984009, 'primary_metric': 'f1_score'}",no_change,0.3589557707309723,0.3739960491657257,0.3460441827774048,0.3202405869960785,0.3202406167984009,f1_score,0.4593624472618103,0.3739960491657257,Hep-G2,
35,expression/pert_prediction_essential_deg,Hep-G2.3,"{'roc_auc': 0.46056729555130005, 'average_precision': 0.372816264629364, 'f1_score': 0.35889846086502075, 'recall': 0.372816264629364, 'precision': 0.3468090295791626, 'f1_classwise': 0.32116976380348206, 'f1_score_nans_are_zeros': 0.32116979360580444, 'primary_metric': 'f1_score'}",no_change,0.35889846086502075,0.372816264629364,0.3468090295791626,0.32116976380348206,0.32116979360580444,f1_score,0.46056729555130005,0.372816264629364,Hep-G2,
35,expression/pert_prediction_essential_deg,Jurkat.4,"{'roc_auc': 0.45414161682128906, 'average_precision': 0.37949299812316895, 'f1_score': 0.37162715196609497, 'recall': 0.37949299812316895, 'precision': 0.36445754766464233, 'f1_classwise': 0.32612553238868713, 'f1_score_nans_are_zeros': 0.32612553238868713, 'primary_metric': 'f1_score'}",prior,0.37162715196609497,0.37949299812316895,0.36445754766464233,0.32612553238868713,0.32612553238868713,f1_score,0.45414161682128906,0.37949299812316895,Jurkat,
36,expression/pert_prediction_essential_deg,Jurkat.4,"{'roc_auc': 0.45414161682128906, 'average_precision': 0.37949299812316895, 'f1_score': 0.37162715196609497, 'recall': 0.37949299812316895, 'precision': 0.36445754766464233, 'f1_classwise': 0.32612553238868713, 'f1_score_nans_are_zeros': 0.32612553238868713, 'primary_metric': 'f1_score'}",no_change,0.37162715196609497,0.37949299812316895,0.36445754766464233,0.32612553238868713,0.32612553238868713,f1_score,0.45414161682128906,0.37949299812316895,Jurkat,
36,expression/pert_prediction_essential_deg,Hep-G2.3,"{'roc_auc': 0.46056729555130005, 'average_precision': 0.372816264629364, 'f1_score': 0.35889846086502075, 'recall': 0.372816264629364, 'precision': 0.3468090295791626, 'f1_classwise': 0.32116976380348206, 'f1_score_nans_are_zeros': 0.32116979360580444, 'primary_metric': 'f1_score'}",most_frequent,0.35889846086502075,0.372816264629364,0.3468090295791626,0.32116976380348206,0.32116979360580444,f1_score,0.46056729555130005,0.372816264629364,Hep-G2,
35,expression/pert_prediction_essential_deg,hTERT-RPE1.4,"{'roc_auc': 0.4686245024204254, 'average_precision': 0.364708811044693, 'f1_score': 0.34111231565475464, 'recall': 0.364708811044693, 'precision': 0.32290416955947876, 'f1_classwise': 0.31239840388298035, 'f1_score_nans_are_zeros': 0.31236204504966736, 'primary_metric': 'f1_score'}",most_frequent,0.34111231565475464,0.364708811044693,0.32290416955947876,0.31239840388298035,0.31236204504966736,f1_score,0.4686245024204254,0.364708811044693,hTERT-RPE1,
37,expression/pert_prediction_essential_deg,Hep-G2.3,"{'roc_auc': 0.46056729555130005, 'average_precision': 0.372816264629364, 'f1_score': 0.35889846086502075, 'recall': 0.372816264629364, 'precision': 0.3468090295791626, 'f1_classwise': 0.32116976380348206, 'f1_score_nans_are_zeros': 0.32116979360580444, 'primary_metric': 'f1_score'}",prior,0.35889846086502075,0.372816264629364,0.3468090295791626,0.32116976380348206,0.32116979360580444,f1_score,0.46056729555130005,0.372816264629364,Hep-G2,
36,expression/pert_prediction_essential_deg,hTERT-RPE1.4,"{'roc_auc': 0.4686245024204254, 'average_precision': 0.364708811044693, 'f1_score': 0.34111231565475464, 'recall': 0.364708811044693, 'precision': 0.32290416955947876, 'f1_classwise': 0.31239840388298035, 'f1_score_nans_are_zeros': 0.31236204504966736, 'primary_metric': 'f1_score'}",prior,0.34111231565475464,0.364708811044693,0.32290416955947876,0.31239840388298035,0.31236204504966736,f1_score,0.4686245024204254,0.364708811044693,hTERT-RPE1,
35,expression/pert_prediction_essential_deg,K-562.4,"{'roc_auc': 0.48679718375205994, 'average_precision': 0.34653618931770325, 'f1_score': 0.3333703875541687, 'recall': 0.34653618931770325, 'precision': 0.32163429260253906, 'f1_classwise': 0.3206077218055725, 'f1_score_nans_are_zeros': 0.3206077814102173, 'primary_metric': 'f1_score'}",most_frequent,0.3333703875541687,0.34653618931770325,0.32163429260253906,0.3206077218055725,0.3206077814102173,f1_score,0.48679718375205994,0.34653618931770325,K-562,
35,expression/pert_prediction_essential_deg,Hep-G2.4,"{'roc_auc': 0.4569779336452484, 'average_precision': 0.3763805627822876, 'f1_score': 0.3611426055431366, 'recall': 0.3763805627822876, 'precision': 0.3479992151260376, 'f1_classwise': 0.32027527689933777, 'f1_score_nans_are_zeros': 0.32027527689933777, 'primary_metric': 'f1_score'}",most_frequent,0.3611426055431366,0.3763805627822876,0.3479992151260376,0.32027527689933777,0.32027527689933777,f1_score,0.4569779336452484,0.3763805627822876,Hep-G2,
37,expression/pert_prediction_essential_deg,hTERT-RPE1.4,"{'roc_auc': 0.4686245024204254, 'average_precision': 0.364708811044693, 'f1_score': 0.3410663902759552, 'recall': 0.364708811044693, 'precision': 0.3228529989719391, 'f1_classwise': 0.3123184144496918, 'f1_score_nans_are_zeros': 0.312318354845047, 'primary_metric': 'f1_score'}",no_change,0.3410663902759552,0.364708811044693,0.3228529989719391,0.3123184144496918,0.312318354845047,f1_score,0.4686245024204254,0.364708811044693,hTERT-RPE1,
