,dataset,fold,metrics,name,roc_auc,average_precision,f1_score,recall,precision,f1_classwise,f1_score_nans_are_zeros,primary_metric,cell_line,quantile
410,expression/pert_prediction_tahoe_deg,CVCL_0023.0,"{'roc_auc': 0.3254585266113281, 'average_precision': 0.5549731850624084, 'f1_score': 0.5277608036994934, 'recall': 0.5549731850624084, 'precision': 0.5096109509468079, 'f1_classwise': 0.3112419545650482, 'f1_score_nans_are_zeros': 0.30733048915863037, 'primary_metric': 'f1_score'}",most_frequent,0.3254585266113281,0.5549731850624084,0.5277608036994934,0.5549731850624084,0.5096109509468079,0.3112419545650482,0.30733048915863037,f1_score,CVCL_0023,
426,expression/pert_prediction_tahoe_deg,CVCL_0028.0,"{'roc_auc': 0.15862466394901276, 'average_precision': 0.7732691764831543, 'f1_score': 0.7696632742881775, 'recall': 0.7732691764831543, 'precision': 0.7663771510124207, 'f1_classwise': 0.33038488030433655, 'f1_score_nans_are_zeros': 0.33036211133003235, 'primary_metric': 'f1_score'}",prior,0.15862466394901276,0.7732691764831543,0.7696632742881775,0.7732691764831543,0.7663771510124207,0.33038488030433655,0.33036211133003235,f1_score,CVCL_0028,
411,expression/pert_prediction_tahoe_deg,CVCL_0023.0,"{'roc_auc': 0.3254585266113281, 'average_precision': 0.5549731850624084, 'f1_score': 0.5277608036994934, 'recall': 0.5549731850624084, 'precision': 0.5096109509468079, 'f1_classwise': 0.3112419545650482, 'f1_score_nans_are_zeros': 0.30733048915863037, 'primary_metric': 'f1_score'}",prior,0.3254585266113281,0.5549731850624084,0.5277608036994934,0.5549731850624084,0.5096109509468079,0.3112419545650482,0.30733048915863037,f1_score,CVCL_0023,
412,expression/pert_prediction_tahoe_deg,CVCL_0023.0,"{'roc_auc': 0.3254585266113281, 'average_precision': 0.5549731850624084, 'f1_score': 0.5271469354629517, 'recall': 0.5549731850624084, 'precision': 0.5089952349662781, 'f1_classwise': 0.3067341148853302, 'f1_score_nans_are_zeros': 0.3067341148853302, 'primary_metric': 'f1_score'}",no_change,0.3254585266113281,0.5549731850624084,0.5271469354629517,0.5549731850624084,0.5089952349662781,0.3067341148853302,0.3067341148853302,f1_score,CVCL_0023,
80,expression/pert_prediction_tahoe_deg,CVCL_0320.0,"{'roc_auc': 0.3113139569759369, 'average_precision': 0.5735483765602112, 'f1_score': 0.5498340129852295, 'recall': 0.5735483765602112, 'precision': 0.5335912704467773, 'f1_classwise': 0.313545286655426, 'f1_score_nans_are_zeros': 0.3106061816215515, 'primary_metric': 'f1_score'}",prior,0.3113139569759369,0.5735483765602112,0.5498340129852295,0.5735483765602112,0.5335912704467773,0.313545286655426,0.3106061816215515,f1_score,CVCL_0320,
80,expression/pert_prediction_tahoe_deg,CVCL_0428.0,"{'roc_auc': 0.33180347084999084, 'average_precision': 0.5485947728157043, 'f1_score': 0.5198142528533936, 'recall': 0.5485947728157043, 'precision': 0.5008705854415894, 'f1_classwise': 0.3080701231956482, 'f1_score_nans_are_zeros': 0.30525773763656616, 'primary_metric': 'f1_score'}",prior,0.33180347084999084,0.5485947728157043,0.5198142528533936,0.5485947728157043,0.5008705854415894,0.3080701231956482,0.30525773763656616,f1_score,CVCL_0428,
80,expression/pert_prediction_tahoe_deg,CVCL_1098.0,"{'roc_auc': 0.23121166229248047, 'average_precision': 0.6754025220870972, 'f1_score': 0.66548752784729, 'recall': 0.6754025220870972, 'precision': 0.6574186682701111, 'f1_classwise': 0.32452264428138733, 'f1_score_nans_are_zeros': 0.32452264428138733, 'primary_metric': 'f1_score'}",no_change,0.23121166229248047,0.6754025220870972,0.66548752784729,0.6754025220870972,0.6574186682701111,0.32452264428138733,0.32452264428138733,f1_score,CVCL_1098,
81,expression/pert_prediction_tahoe_deg,CVCL_1119.0,"{'roc_auc': 0.3286101520061493, 'average_precision': 0.552314817905426, 'f1_score': 0.5256471037864685, 'recall': 0.552314817905426, 'precision': 0.5077216625213623, 'f1_classwise': 0.3102327883243561, 'f1_score_nans_are_zeros': 0.30741018056869507, 'primary_metric': 'f1_score'}",most_frequent,0.3286101520061493,0.552314817905426,0.5256471037864685,0.552314817905426,0.5077216625213623,0.3102327883243561,0.30741018056869507,f1_score,CVCL_1119,
81,expression/pert_prediction_tahoe_deg,CVCL_0334.0,"{'roc_auc': 0.3085218369960785, 'average_precision': 0.5765829086303711, 'f1_score': 0.5581769943237305, 'recall': 0.5765829086303711, 'precision': 0.5445245504379272, 'f1_classwise': 0.31701305508613586, 'f1_score_nans_are_zeros': 0.3157884180545807, 'primary_metric': 'f1_score'}",most_frequent,0.3085218369960785,0.5765829086303711,0.5581769943237305,0.5765829086303711,0.5445245504379272,0.31701305508613586,0.3157884180545807,f1_score,CVCL_0334,
81,expression/pert_prediction_tahoe_deg,CVCL_0218.0,"{'roc_auc': 0.26651450991630554, 'average_precision': 0.6315811276435852, 'f1_score': 0.6190646290779114, 'recall': 0.6315811276435852, 'precision': 0.6092789173126221, 'f1_classwise': 0.3216727674007416, 'f1_score_nans_are_zeros': 0.32167279720306396, 'primary_metric': 'f1_score'}",no_change,0.26651450991630554,0.6315811276435852,0.6190646290779114,0.6315811276435852,0.6092789173126221,0.3216727674007416,0.32167279720306396,f1_score,CVCL_0218,
79,expression/pert_prediction_tahoe_deg,CVCL_1478.0,"{'roc_auc': 0.3241962492465973, 'average_precision': 0.5557422637939453, 'f1_score': 0.5335668921470642, 'recall': 0.5557422637939453, 'precision': 0.5176659226417542, 'f1_classwise': 0.31396543979644775, 'f1_score_nans_are_zeros': 0.3122185468673706, 'primary_metric': 'f1_score'}",prior,0.3241962492465973,0.5557422637939453,0.5335668921470642,0.5557422637939453,0.5176659226417542,0.31396543979644775,0.3122185468673706,f1_score,CVCL_1478,
80,expression/pert_prediction_tahoe_deg,CVCL_1097.0,"{'roc_auc': 0.2924211323261261, 'average_precision': 0.5974486470222473, 'f1_score': 0.5789782404899597, 'recall': 0.5974486470222473, 'precision': 0.565498411655426, 'f1_classwise': 0.3178386986255646, 'f1_score_nans_are_zeros': 0.3159058094024658, 'primary_metric': 'f1_score'}",prior,0.2924211323261261,0.5974486470222473,0.5789782404899597,0.5974486470222473,0.565498411655426,0.3178386986255646,0.3159058094024658,f1_score,CVCL_1097,
90,expression/pert_prediction_tahoe_deg,CVCL_0131.0,"{'roc_auc': 0.33762186765670776, 'average_precision': 0.5386969447135925, 'f1_score': 0.5081919431686401, 'recall': 0.5386969447135925, 'precision': 0.4877634644508362, 'f1_classwise': 0.30830344557762146, 'f1_score_nans_are_zeros': 0.30414992570877075, 'primary_metric': 'f1_score'}",most_frequent,0.33762186765670776,0.5386969447135925,0.5081919431686401,0.5386969447135925,0.4877634644508362,0.30830344557762146,0.30414992570877075,f1_score,CVCL_0131,
81,expression/pert_prediction_tahoe_deg,CVCL_0546.0,"{'roc_auc': 0.3779990077018738, 'average_precision': 0.48828810453414917, 'f1_score': 0.44221025705337524, 'recall': 0.48828810453414917, 'precision': 0.41634759306907654, 'f1_classwise': 0.28806135058403015, 'f1_score_nans_are_zeros': 0.28806132078170776, 'primary_metric': 'f1_score'}",no_change,0.3779990077018738,0.48828810453414917,0.44221025705337524,0.48828810453414917,0.41634759306907654,0.28806135058403015,0.28806132078170776,f1_score,CVCL_0546,
81,expression/pert_prediction_tahoe_deg,CVCL_0480.0,"{'roc_auc': 0.36510005593299866, 'average_precision': 0.5055006742477417, 'f1_score': 0.46253833174705505, 'recall': 0.5055006742477417, 'precision': 0.43717050552368164, 'f1_classwise': 0.29971781373023987, 'f1_score_nans_are_zeros': 0.291172057390213, 'primary_metric': 'f1_score'}",most_frequent,0.36510005593299866,0.5055006742477417,0.46253833174705505,0.5055006742477417,0.43717050552368164,0.29971781373023987,0.291172057390213,f1_score,CVCL_0480,
103,expression/pert_prediction_tahoe_deg,CVCL_0069.0,"{'roc_auc': 0.3001287281513214, 'average_precision': 0.5853521823883057, 'f1_score': 0.5691617727279663, 'recall': 0.5853521823883057, 'precision': 0.5566117167472839, 'f1_classwise': 0.31934237480163574, 'f1_score_nans_are_zeros': 0.31827735900878906, 'primary_metric': 'f1_score'}",prior,0.3001287281513214,0.5853521823883057,0.5691617727279663,0.5853521823883057,0.5566117167472839,0.31934237480163574,0.31827735900878906,f1_score,CVCL_0069,
80,expression/pert_prediction_tahoe_deg,CVCL_1239.0,"{'roc_auc': 0.26694923639297485, 'average_precision': 0.6298507452011108, 'f1_score': 0.6180400252342224, 'recall': 0.6298507452011108, 'precision': 0.6085946559906006, 'f1_classwise': 0.32241207361221313, 'f1_score_nans_are_zeros': 0.3224121034145355, 'primary_metric': 'f1_score'}",no_change,0.26694923639297485,0.6298507452011108,0.6180400252342224,0.6298507452011108,0.6085946559906006,0.32241207361221313,0.3224121034145355,f1_score,CVCL_1239,
81,expression/pert_prediction_tahoe_deg,CVCL_1098.0,"{'roc_auc': 0.23121166229248047, 'average_precision': 0.6754025220870972, 'f1_score': 0.665550708770752, 'recall': 0.6754025220870972, 'precision': 0.6574875116348267, 'f1_classwise': 0.3252190947532654, 'f1_score_nans_are_zeros': 0.3245809078216553, 'primary_metric': 'f1_score'}",most_frequent,0.23121166229248047,0.6754025220870972,0.665550708770752,0.6754025220870972,0.6574875116348267,0.3252190947532654,0.3245809078216553,f1_score,CVCL_1098,
80,expression/pert_prediction_tahoe_deg,CVCL_0399.0,"{'roc_auc': 0.33465415239334106, 'average_precision': 0.5429185628890991, 'f1_score': 0.5133499503135681, 'recall': 0.5429185628890991, 'precision': 0.4937301576137543, 'f1_classwise': 0.30878302454948425, 'f1_score_nans_are_zeros': 0.3049274682998657, 'primary_metric': 'f1_score'}",prior,0.33465415239334106,0.5429185628890991,0.5133499503135681,0.5429185628890991,0.4937301576137543,0.30878302454948425,0.3049274682998657,f1_score,CVCL_0399,
82,expression/pert_prediction_tahoe_deg,CVCL_0366.0,"{'roc_auc': 0.30296266078948975, 'average_precision': 0.5837889909744263, 'f1_score': 0.561657190322876, 'recall': 0.5837889909744263, 'precision': 0.5461376905441284, 'f1_classwise': 0.31239843368530273, 'f1_score_nans_are_zeros': 0.31239840388298035, 'primary_metric': 'f1_score'}",no_change,0.30296266078948975,0.5837889909744263,0.561657190322876,0.5837889909744263,0.5461376905441284,0.31239843368530273,0.31239840388298035,f1_score,CVCL_0366,
82,expression/pert_prediction_tahoe_deg,CVCL_1094.0,"{'roc_auc': 0.26667335629463196, 'average_precision': 0.6296082139015198, 'f1_score': 0.6173681616783142, 'recall': 0.6296082139015198, 'precision': 0.6074899435043335, 'f1_classwise': 0.32264795899391174, 'f1_score_nans_are_zeros': 0.32219088077545166, 'primary_metric': 'f1_score'}",prior,0.26667335629463196,0.6296082139015198,0.6173681616783142,0.6296082139015198,0.6074899435043335,0.32264795899391174,0.32219088077545166,f1_score,CVCL_1094,
83,expression/pert_prediction_tahoe_deg,CVCL_0179.0,"{'roc_auc': 0.2894200086593628, 'average_precision': 0.5991038084030151, 'f1_score': 0.5822938084602356, 'recall': 0.5991038084030151, 'precision': 0.5694844126701355, 'f1_classwise': 0.31783542037010193, 'f1_score_nans_are_zeros': 0.31783542037010193, 'primary_metric': 'f1_score'}",no_change,0.2894200086593628,0.5991038084030151,0.5822938084602356,0.5991038084030151,0.5694844126701355,0.31783542037010193,0.31783542037010193,f1_score,CVCL_0179,
81,expression/pert_prediction_tahoe_deg,CVCL_0504.0,"{'roc_auc': 0.2793717086315155, 'average_precision': 0.6149871349334717, 'f1_score': 0.5956515669822693, 'recall': 0.6149871349334717, 'precision': 0.5817044377326965, 'f1_classwise': 0.31522202491760254, 'f1_score_nans_are_zeros': 0.31522202491760254, 'primary_metric': 'f1_score'}",no_change,0.2793717086315155,0.6149871349334717,0.5956515669822693,0.6149871349334717,0.5817044377326965,0.31522202491760254,0.31522202491760254,f1_score,CVCL_0504,
81,expression/pert_prediction_tahoe_deg,CVCL_0332.0,"{'roc_auc': 0.31037768721580505, 'average_precision': 0.5748440623283386, 'f1_score': 0.5508421063423157, 'recall': 0.5748440623283386, 'precision': 0.5344163179397583, 'f1_classwise': 0.3138003349304199, 'f1_score_nans_are_zeros': 0.3103577494621277, 'primary_metric': 'f1_score'}",most_frequent,0.31037768721580505,0.5748440623283386,0.5508421063423157,0.5748440623283386,0.5344163179397583,0.3138003349304199,0.3103577494621277,f1_score,CVCL_0332,
81,expression/pert_prediction_tahoe_deg,CVCL_1381.0,"{'roc_auc': 0.3100600242614746, 'average_precision': 0.5745013952255249, 'f1_score': 0.549700915813446, 'recall': 0.5745013952255249, 'precision': 0.5328034162521362, 'f1_classwise': 0.3132789134979248, 'f1_score_nans_are_zeros': 0.30962327122688293, 'primary_metric': 'f1_score'}",prior,0.3100600242614746,0.5745013952255249,0.549700915813446,0.5745013952255249,0.5328034162521362,0.3132789134979248,0.30962327122688293,f1_score,CVCL_1381,
81,expression/pert_prediction_tahoe_deg,CVCL_0293.0,"{'roc_auc': 0.32594338059425354, 'average_precision': 0.5527076721191406, 'f1_score': 0.5260281562805176, 'recall': 0.5527076721191406, 'precision': 0.5073577761650085, 'f1_classwise': 0.3102869689464569, 'f1_score_nans_are_zeros': 0.308114230632782, 'primary_metric': 'f1_score'}",prior,0.32594338059425354,0.5527076721191406,0.5260281562805176,0.5527076721191406,0.5073577761650085,0.3102869689464569,0.308114230632782,f1_score,CVCL_0293,
81,expression/pert_prediction_tahoe_deg,CVCL_1125.0,"{'roc_auc': 0.14381133019924164, 'average_precision': 0.7934242486953735, 'f1_score': 0.7905556559562683, 'recall': 0.7934242486953735, 'precision': 0.7879027128219604, 'f1_classwise': 0.3309902250766754, 'f1_score_nans_are_zeros': 0.3309902548789978, 'primary_metric': 'f1_score'}",no_change,0.14381133019924164,0.7934242486953735,0.7905556559562683,0.7934242486953735,0.7879027128219604,0.3309902250766754,0.3309902548789978,f1_score,CVCL_1125,
81,expression/pert_prediction_tahoe_deg,CVCL_0459.0,"{'roc_auc': 0.3628179132938385, 'average_precision': 0.5079500675201416, 'f1_score': 0.46913114190101624, 'recall': 0.5079500675201416, 'precision': 0.4455450177192688, 'f1_classwise': 0.3013199269771576, 'f1_score_nans_are_zeros': 0.2953703999519348, 'primary_metric': 'f1_score'}",most_frequent,0.3628179132938385,0.5079500675201416,0.46913114190101624,0.5079500675201416,0.4455450177192688,0.3013199269771576,0.2953703999519348,f1_score,CVCL_0459,
82,expression/pert_prediction_tahoe_deg,CVCL_0546.0,"{'roc_auc': 0.3779990077018738, 'average_precision': 0.48828810453414917, 'f1_score': 0.444990873336792, 'recall': 0.48828810453414917, 'precision': 0.4190976917743683, 'f1_classwise': 0.2975011169910431, 'f1_score_nans_are_zeros': 0.2908385396003723, 'primary_metric': 'f1_score'}",most_frequent,0.3779990077018738,0.48828810453414917,0.444990873336792,0.48828810453414917,0.4190976917743683,0.2975011169910431,0.2908385396003723,f1_score,CVCL_0546,
427,expression/pert_prediction_tahoe_deg,CVCL_0028.0,"{'roc_auc': 0.15862466394901276, 'average_precision': 0.7732691764831543, 'f1_score': 0.7696636319160461, 'recall': 0.7732691764831543, 'precision': 0.7663775682449341, 'f1_classwise': 0.3303625285625458, 'f1_score_nans_are_zeros': 0.3303625285625458, 'primary_metric': 'f1_score'}",no_change,0.15862466394901276,0.7732691764831543,0.7696636319160461,0.7732691764831543,0.7663775682449341,0.3303625285625458,0.3303625285625458,f1_score,CVCL_0028,
82,expression/pert_prediction_tahoe_deg,CVCL_0334.0,"{'roc_auc': 0.3085218369960785, 'average_precision': 0.5765829086303711, 'f1_score': 0.5581769943237305, 'recall': 0.5765829086303711, 'precision': 0.5445245504379272, 'f1_classwise': 0.31701305508613586, 'f1_score_nans_are_zeros': 0.3157884180545807, 'primary_metric': 'f1_score'}",prior,0.3085218369960785,0.5765829086303711,0.5581769943237305,0.5765829086303711,0.5445245504379272,0.31701305508613586,0.3157884180545807,f1_score,CVCL_0334,
82,expression/pert_prediction_tahoe_deg,CVCL_1381.0,"{'roc_auc': 0.3100600242614746, 'average_precision': 0.5745013952255249, 'f1_score': 0.5490440130233765, 'recall': 0.5745013952255249, 'precision': 0.5321399569511414, 'f1_classwise': 0.3089669346809387, 'f1_score_nans_are_zeros': 0.3089669346809387, 'primary_metric': 'f1_score'}",no_change,0.3100600242614746,0.5745013952255249,0.5490440130233765,0.5745013952255249,0.5321399569511414,0.3089669346809387,0.3089669346809387,f1_score,CVCL_1381,
82,expression/pert_prediction_tahoe_deg,CVCL_0480.0,"{'roc_auc': 0.36510005593299866, 'average_precision': 0.5055006742477417, 'f1_score': 0.46253833174705505, 'recall': 0.5055006742477417, 'precision': 0.43717050552368164, 'f1_classwise': 0.29971781373023987, 'f1_score_nans_are_zeros': 0.291172057390213, 'primary_metric': 'f1_score'}",prior,0.36510005593299866,0.5055006742477417,0.46253833174705505,0.5055006742477417,0.43717050552368164,0.29971781373023987,0.291172057390213,f1_score,CVCL_0480,
82,expression/pert_prediction_tahoe_deg,CVCL_0293.0,"{'roc_auc': 0.32594338059425354, 'average_precision': 0.5527076721191406, 'f1_score': 0.5255080461502075, 'recall': 0.5527076721191406, 'precision': 0.5068180561065674, 'f1_classwise': 0.307605117559433, 'f1_score_nans_are_zeros': 0.307605117559433, 'primary_metric': 'f1_score'}",no_change,0.32594338059425354,0.5527076721191406,0.5255080461502075,0.5527076721191406,0.5068180561065674,0.307605117559433,0.307605117559433,f1_score,CVCL_0293,
81,expression/pert_prediction_tahoe_deg,CVCL_1239.0,"{'roc_auc': 0.26694923639297485, 'average_precision': 0.6298507452011108, 'f1_score': 0.6180999279022217, 'recall': 0.6298507452011108, 'precision': 0.6086583137512207, 'f1_classwise': 0.3230258524417877, 'f1_score_nans_are_zeros': 0.32246798276901245, 'primary_metric': 'f1_score'}",most_frequent,0.26694923639297485,0.6298507452011108,0.6180999279022217,0.6298507452011108,0.6086583137512207,0.3230258524417877,0.32246798276901245,f1_score,CVCL_1239,
81,expression/pert_prediction_tahoe_deg,CVCL_0397.0,"{'roc_auc': 0.31281039118766785, 'average_precision': 0.5722610354423523, 'f1_score': 0.5499287843704224, 'recall': 0.5722610354423523, 'precision': 0.5343509912490845, 'f1_classwise': 0.31195756793022156, 'f1_score_nans_are_zeros': 0.31195753812789917, 'primary_metric': 'f1_score'}",no_change,0.31281039118766785,0.5722610354423523,0.5499287843704224,0.5722610354423523,0.5343509912490845,0.31195756793022156,0.31195753812789917,f1_score,CVCL_0397,
84,expression/pert_prediction_tahoe_deg,CVCL_0179.0,"{'roc_auc': 0.2894200086593628, 'average_precision': 0.5991038084030151, 'f1_score': 0.5824453234672546, 'recall': 0.5991038084030151, 'precision': 0.5696434378623962, 'f1_classwise': 0.3189169764518738, 'f1_score_nans_are_zeros': 0.3179849088191986, 'primary_metric': 'f1_score'}",most_frequent,0.2894200086593628,0.5991038084030151,0.5824453234672546,0.5991038084030151,0.5696434378623962,0.3189169764518738,0.3179849088191986,f1_score,CVCL_0179,
82,expression/pert_prediction_tahoe_deg,CVCL_1098.0,"{'roc_auc': 0.23121166229248047, 'average_precision': 0.6754025220870972, 'f1_score': 0.665550708770752, 'recall': 0.6754025220870972, 'precision': 0.6574875116348267, 'f1_classwise': 0.3252190947532654, 'f1_score_nans_are_zeros': 0.3245809078216553, 'primary_metric': 'f1_score'}",prior,0.23121166229248047,0.6754025220870972,0.665550708770752,0.6754025220870972,0.6574875116348267,0.3252190947532654,0.3245809078216553,f1_score,CVCL_1098,
83,expression/pert_prediction_tahoe_deg,CVCL_0366.0,"{'roc_auc': 0.30296266078948975, 'average_precision': 0.5837889909744263, 'f1_score': 0.5620409846305847, 'recall': 0.5837889909744263, 'precision': 0.5465428233146667, 'f1_classwise': 0.3152841031551361, 'f1_score_nans_are_zeros': 0.31276270747184753, 'primary_metric': 'f1_score'}",most_frequent,0.30296266078948975,0.5837889909744263,0.5620409846305847,0.5837889909744263,0.5465428233146667,0.3152841031551361,0.31276270747184753,f1_score,CVCL_0366,
91,expression/pert_prediction_tahoe_deg,CVCL_0131.0,"{'roc_auc': 0.33762186765670776, 'average_precision': 0.5386969447135925, 'f1_score': 0.5081919431686401, 'recall': 0.5386969447135925, 'precision': 0.4877634644508362, 'f1_classwise': 0.30830344557762146, 'f1_score_nans_are_zeros': 0.30414992570877075, 'primary_metric': 'f1_score'}",prior,0.33762186765670776,0.5386969447135925,0.5081919431686401,0.5386969447135925,0.4877634644508362,0.30830344557762146,0.30414992570877075,f1_score,CVCL_0131,
81,expression/pert_prediction_tahoe_deg,CVCL_1056.0,"{'roc_auc': 0.3557455837726593, 'average_precision': 0.5171372890472412, 'f1_score': 0.4751708507537842, 'recall': 0.5171372890472412, 'precision': 0.4510969817638397, 'f1_classwise': 0.29227006435394287, 'f1_score_nans_are_zeros': 0.2922700345516205, 'primary_metric': 'f1_score'}",no_change,0.3557455837726593,0.5171372890472412,0.4751708507537842,0.5171372890472412,0.4510969817638397,0.29227006435394287,0.2922700345516205,f1_score,CVCL_1056,
82,expression/pert_prediction_tahoe_deg,CVCL_1125.0,"{'roc_auc': 0.14381133019924164, 'average_precision': 0.7934242486953735, 'f1_score': 0.7905554175376892, 'recall': 0.7934242486953735, 'precision': 0.7879024744033813, 'f1_classwise': 0.33101680874824524, 'f1_score_nans_are_zeros': 0.3309900462627411, 'primary_metric': 'f1_score'}",most_frequent,0.14381133019924164,0.7934242486953735,0.7905554175376892,0.7934242486953735,0.7879024744033813,0.33101680874824524,0.3309900462627411,f1_score,CVCL_1125,
82,expression/pert_prediction_tahoe_deg,CVCL_0332.0,"{'roc_auc': 0.31037768721580505, 'average_precision': 0.5748440623283386, 'f1_score': 0.5508421063423157, 'recall': 0.5748440623283386, 'precision': 0.5344163179397583, 'f1_classwise': 0.3138003349304199, 'f1_score_nans_are_zeros': 0.3103577494621277, 'primary_metric': 'f1_score'}",prior,0.31037768721580505,0.5748440623283386,0.5508421063423157,0.5748440623283386,0.5344163179397583,0.3138003349304199,0.3103577494621277,f1_score,CVCL_0332,
82,expression/pert_prediction_tahoe_deg,CVCL_0504.0,"{'roc_auc': 0.2793717086315155, 'average_precision': 0.6149871349334717, 'f1_score': 0.5958377718925476, 'recall': 0.6149871349334717, 'precision': 0.5818995237350464, 'f1_classwise': 0.31759515404701233, 'f1_score_nans_are_zeros': 0.3154056966304779, 'primary_metric': 'f1_score'}",most_frequent,0.2793717086315155,0.6149871349334717,0.5958377718925476,0.6149871349334717,0.5818995237350464,0.31759515404701233,0.3154056966304779,f1_score,CVCL_0504,
80,expression/pert_prediction_tahoe_deg,CVCL_0292.0,"{'roc_auc': 0.2635384798049927, 'average_precision': 0.6332948803901672, 'f1_score': 0.6212796568870544, 'recall': 0.6332948803901672, 'precision': 0.611609697341919, 'f1_classwise': 0.3224400579929352, 'f1_score_nans_are_zeros': 0.3224400579929352, 'primary_metric': 'f1_score'}",no_change,0.2635384798049927,0.6332948803901672,0.6212796568870544,0.6332948803901672,0.611609697341919,0.3224400579929352,0.3224400579929352,f1_score,CVCL_0292,
82,expression/pert_prediction_tahoe_deg,CVCL_0459.0,"{'roc_auc': 0.3628179132938385, 'average_precision': 0.5079500675201416, 'f1_score': 0.46913114190101624, 'recall': 0.5079500675201416, 'precision': 0.4455450177192688, 'f1_classwise': 0.3013199269771576, 'f1_score_nans_are_zeros': 0.2953703999519348, 'primary_metric': 'f1_score'}",prior,0.3628179132938385,0.5079500675201416,0.46913114190101624,0.5079500675201416,0.4455450177192688,0.3013199269771576,0.2953703999519348,f1_score,CVCL_0459,
80,expression/pert_prediction_tahoe_deg,CVCL_1055.0,"{'roc_auc': 0.32122018933296204, 'average_precision': 0.559127926826477, 'f1_score': 0.5370610356330872, 'recall': 0.559127926826477, 'precision': 0.5210089087486267, 'f1_classwise': 0.3123902976512909, 'f1_score_nans_are_zeros': 0.3123902678489685, 'primary_metric': 'f1_score'}",no_change,0.32122018933296204,0.559127926826477,0.5370610356330872,0.559127926826477,0.5210089087486267,0.3123902976512909,0.3123902678489685,f1_score,CVCL_1055,
88,expression/pert_prediction_tahoe_deg,CVCL_0152.0,"{'roc_auc': 0.2715804874897003, 'average_precision': 0.6251358985900879, 'f1_score': 0.6084937453269958, 'recall': 0.6251358985900879, 'precision': 0.5963001251220703, 'f1_classwise': 0.31980428099632263, 'f1_score_nans_are_zeros': 0.31767502427101135, 'primary_metric': 'f1_score'}",most_frequent,0.2715804874897003,0.6251358985900879,0.6084937453269958,0.6251358985900879,0.5963001251220703,0.31980428099632263,0.31767502427101135,f1_score,CVCL_0152,
81,expression/pert_prediction_tahoe_deg,CVCL_0371.0,"{'roc_auc': 0.31839463114738464, 'average_precision': 0.5647873878479004, 'f1_score': 0.5379488468170166, 'recall': 0.5647873878479004, 'precision': 0.5201272964477539, 'f1_classwise': 0.3076467514038086, 'f1_score_nans_are_zeros': 0.307646781206131, 'primary_metric': 'f1_score'}",no_change,0.31839463114738464,0.5647873878479004,0.5379488468170166,0.5647873878479004,0.5201272964477539,0.3076467514038086,0.307646781206131,f1_score,CVCL_0371,
81,expression/pert_prediction_tahoe_deg,CVCL_1285.0,"{'roc_auc': 0.34520408511161804, 'average_precision': 0.5304710268974304, 'f1_score': 0.49686238169670105, 'recall': 0.5304710268974304, 'precision': 0.47615137696266174, 'f1_classwise': 0.3005741536617279, 'f1_score_nans_are_zeros': 0.3005741834640503, 'primary_metric': 'f1_score'}",no_change,0.34520408511161804,0.5304710268974304,0.49686238169670105,0.5304710268974304,0.47615137696266174,0.3005741536617279,0.3005741834640503,f1_score,CVCL_1285,
80,expression/pert_prediction_tahoe_deg,CVCL_0359.0,"{'roc_auc': 0.3265620172023773, 'average_precision': 0.5547223687171936, 'f1_score': 0.5249203443527222, 'recall': 0.5547223687171936, 'precision': 0.5053871273994446, 'f1_classwise': 0.3087146580219269, 'f1_score_nans_are_zeros': 0.30452224612236023, 'primary_metric': 'f1_score'}",most_frequent,0.3265620172023773,0.5547223687171936,0.5249203443527222,0.5547223687171936,0.5053871273994446,0.3087146580219269,0.30452224612236023,f1_score,CVCL_0359,
99,expression/pert_prediction_tahoe_deg,CVCL_0099.0,"{'roc_auc': 0.23947098851203918, 'average_precision': 0.6638076901435852, 'f1_score': 0.6544834971427917, 'recall': 0.6638076901435852, 'precision': 0.6466763615608215, 'f1_classwise': 0.32553574442863464, 'f1_score_nans_are_zeros': 0.3251047432422638, 'primary_metric': 'f1_score'}",prior,0.23947098851203918,0.6638076901435852,0.6544834971427917,0.6638076901435852,0.6466763615608215,0.32553574442863464,0.3251047432422638,f1_score,CVCL_0099,
100,expression/pert_prediction_tahoe_deg,CVCL_0099.0,"{'roc_auc': 0.23947098851203918, 'average_precision': 0.6638076901435852, 'f1_score': 0.6544612646102905, 'recall': 0.6638076901435852, 'precision': 0.6466530561447144, 'f1_classwise': 0.3250848352909088, 'f1_score_nans_are_zeros': 0.32508477568626404, 'primary_metric': 'f1_score'}",no_change,0.23947098851203918,0.6638076901435852,0.6544612646102905,0.6638076901435852,0.6466530561447144,0.3250848352909088,0.32508477568626404,f1_score,CVCL_0099,
84,expression/pert_prediction_tahoe_deg,CVCL_0366.0,"{'roc_auc': 0.30296266078948975, 'average_precision': 0.5837889909744263, 'f1_score': 0.5620409846305847, 'recall': 0.5837889909744263, 'precision': 0.5465428233146667, 'f1_classwise': 0.3152841031551361, 'f1_score_nans_are_zeros': 0.31276270747184753, 'primary_metric': 'f1_score'}",prior,0.30296266078948975,0.5837889909744263,0.5620409846305847,0.5837889909744263,0.5465428233146667,0.3152841031551361,0.31276270747184753,f1_score,CVCL_0366,
