,dataset,fold,metrics,name,primary_metric,L2,MSE,MAE,Spearman,Pearson,cell_line
3,expression/pert_prediction_essential_regression_all,hTERT-RPE1.4,"{'primary_metric': 'L2', 'L2': 5.26814569240556, 'MSE': 0.004790903406495999, 'MAE': 0.04758592655145762, 'Spearman': 0.4840362286550082, 'Pearson': 0.6060987941072656}",knn_baseline_pca,L2,5.26814569240556,0.004790903406495999,0.04758592655145762,0.4840362286550082,0.6060987941072656,hTERT-RPE1
3,expression/pert_prediction_essential_regression_all,Hep-G2.2,"{'primary_metric': 'L2', 'L2': 5.765901186516552, 'MSE': 0.0056287978067674025, 'MAE': 0.05323594621970727, 'Spearman': 0.4028012121687689, 'Pearson': 0.4875979968424732}",knn_baseline_pca,L2,5.765901186516552,0.0056287978067674025,0.05323594621970727,0.4028012121687689,0.4875979968424732,Hep-G2
4,expression/pert_prediction_essential_regression_all,K-562.4,"{'primary_metric': 'L2', 'L2': 4.964471776671743, 'MSE': 0.004334190888896096, 'MAE': 0.04427064709634816, 'Spearman': 0.1768116690635346, 'Pearson': 0.21220889148851899}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,4.964471776671743,0.004334190888896096,0.04427064709634816,0.1768116690635346,0.21220889148851899,K-562
4,expression/pert_prediction_essential_regression_all,K-562.3,"{'primary_metric': 'L2', 'L2': 5.03606561754701, 'MSE': 0.004468202332703589, 'MAE': 0.0449108727328263, 'Spearman': 0.18147382111722504, 'Pearson': 0.21797885113688606}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,5.03606561754701,0.004468202332703589,0.0449108727328263,0.18147382111722504,0.21797885113688606,K-562
4,expression/pert_prediction_essential_regression_all,K-562.0,"{'primary_metric': 'L2', 'L2': 4.957709676543042, 'MSE': 0.00430456093754176, 'MAE': 0.04440241340025311, 'Spearman': 0.16533932785897162, 'Pearson': 0.19950215414634437}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,4.957709676543042,0.00430456093754176,0.04440241340025311,0.16533932785897162,0.19950215414634437,K-562
4,expression/pert_prediction_essential_regression_all,K-562.1,"{'primary_metric': 'L2', 'L2': 5.063622401585175, 'MSE': 0.004490210398260125, 'MAE': 0.04520227097562545, 'Spearman': 0.18276227354050423, 'Pearson': 0.2210993132405108}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,5.063622401585175,0.004490210398260125,0.04520227097562545,0.18276227354050423,0.2210993132405108,K-562
4,expression/pert_prediction_essential_regression_all,Jurkat.0,"{'primary_metric': 'L2', 'L2': 6.559019888630506, 'MSE': 0.0076930228197954476, 'MAE': 0.05907082611985166, 'Spearman': 0.18851064904677006, 'Pearson': 0.23051089434361016}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,6.559019888630506,0.0076930228197954476,0.05907082611985166,0.18851064904677006,0.23051089434361016,Jurkat
4,expression/pert_prediction_essential_regression_all,K-562.2,"{'primary_metric': 'L2', 'L2': 4.968601871414378, 'MSE': 0.0042779352192043665, 'MAE': 0.044390592397004595, 'Spearman': 0.19533569155164693, 'Pearson': 0.23600353496870227}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,4.968601871414378,0.0042779352192043665,0.044390592397004595,0.19533569155164693,0.23600353496870227,K-562
4,expression/pert_prediction_essential_regression_all,Jurkat.3,"{'primary_metric': 'L2', 'L2': 6.490389140952022, 'MSE': 0.007166410255082611, 'MAE': 0.05810196078524693, 'Spearman': 0.20935755260086772, 'Pearson': 0.25423886875242796}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,6.490389140952022,0.007166410255082611,0.05810196078524693,0.20935755260086772,0.25423886875242796,Jurkat
4,expression/pert_prediction_essential_regression_all,Jurkat.4,"{'primary_metric': 'L2', 'L2': 6.33326750528129, 'MSE': 0.006955774771150959, 'MAE': 0.05689831551157669, 'Spearman': 0.1909645105299282, 'Pearson': 0.23191150603082045}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,6.33326750528129,0.006955774771150959,0.05689831551157669,0.1909645105299282,0.23191150603082045,Jurkat
