,dataset,fold,metrics,name,primary_metric,L2,MSE,MAE,Spearman,Pearson,cell_line
323,expression/pert-prediction-norman-regression,K-562.4,"{'primary_metric': 'L2', 'L2': 3.943385627837872, 'MSE': 0.0032757244020875497, 'MAE': 0.017313963480714508, 'Spearman': 0.2212601407379675, 'Pearson': 0.46918087783933543}",lasso_baseline_AIDOcell_100M_Norman_Aligned_(D=640)_x_ESM2_(D=1280)_concatenated_(D=1920),L2,3.943385627837872,0.0032757244020875497,0.017313963480714508,0.2212601407379675,0.46918087783933543,K-562
323,expression/pert-prediction-norman-regression,K-562.0,"{'primary_metric': 'L2', 'L2': 4.030702747196502, 'MSE': 0.0037342835327336256, 'MAE': 0.017925010287556126, 'Spearman': 0.21089663543579254, 'Pearson': 0.3702982236954548}",lasso_baseline_AIDOcell_100M_Norman_Aligned_(D=640)_x_ESM2_(D=1280)_pca_concatenated_(D=200),L2,4.030702747196502,0.0037342835327336256,0.017925010287556126,0.21089663543579254,0.3702982236954548,K-562
324,expression/pert-prediction-norman-regression,K-562.0,"{'primary_metric': 'L2', 'L2': 4.122168770912716, 'MSE': 0.003856570241152403, 'MAE': 0.01820730519707199, 'Spearman': 0.20788988070715822, 'Pearson': 0.35289397588830723}",lasso_baseline_AIDOcell_100M_Norman_Aligned_(D=640)_x_KG_WaveGC_G_StringDB_combined_0.0_(D=128)_pca_concatenated_(D=200),L2,4.122168770912716,0.003856570241152403,0.01820730519707199,0.20788988070715822,0.35289397588830723,K-562
324,expression/pert-prediction-norman-regression,K-562.2,"{'primary_metric': 'L2', 'L2': 4.73808421202389, 'MSE': 0.005072084152229364, 'MAE': 0.021179664224938836, 'Spearman': 0.3003875630167546, 'Pearson': 0.5523014524761278}",lasso_baseline_AIDOcell_100M_Norman_Aligned_(D=640)_x_KG_WaveGC_G_StringDB_combined_0.0_(D=128)_pca_concatenated_(D=200),L2,4.73808421202389,0.005072084152229364,0.021179664224938836,0.3003875630167546,0.5523014524761278,K-562
324,expression/pert-prediction-norman-regression,K-562.3,"{'primary_metric': 'L2', 'L2': 4.019831501797974, 'MSE': 0.0037866950241243363, 'MAE': 0.01800559055019058, 'Spearman': 0.23819598393230462, 'Pearson': 0.47271985364882374}",lasso_baseline_AIDOcell_100M_Norman_Aligned_(D=640)_x_KG_WaveGC_G_StringDB_combined_0.0_(D=128)_pca_concatenated_(D=200),L2,4.019831501797974,0.0037866950241243363,0.01800559055019058,0.23819598393230462,0.47271985364882374,K-562
324,expression/pert-prediction-norman-regression,K-562.1,"{'primary_metric': 'L2', 'L2': 4.547037221855779, 'MSE': 0.005364506425607178, 'MAE': 0.020515318890544865, 'Spearman': 0.23348015187730273, 'Pearson': 0.5046466663123643}",lasso_baseline_AIDOcell_100M_Norman_Aligned_(D=640)_x_KG_WaveGC_G_StringDB_combined_0.0_(D=128)_pca_concatenated_(D=200),L2,4.547037221855779,0.005364506425607178,0.020515318890544865,0.23348015187730273,0.5046466663123643,K-562
324,expression/pert-prediction-norman-regression,K-562.4,"{'primary_metric': 'L2', 'L2': 3.97549229534598, 'MSE': 0.0033275619557787887, 'MAE': 0.017445238386582313, 'Spearman': 0.21752554065279311, 'Pearson': 0.4619139380858071}",lasso_baseline_AIDOcell_100M_Norman_Aligned_(D=640)_x_KG_WaveGC_G_StringDB_combined_0.0_(D=128)_pca_concatenated_(D=200),L2,3.97549229534598,0.0033275619557787887,0.017445238386582313,0.21752554065279311,0.4619139380858071,K-562
325,expression/pert-prediction-norman-regression,K-562.0,"{'primary_metric': 'L2', 'L2': 4.121093483692088, 'MSE': 0.0038548344628472364, 'MAE': 0.01820172022557067, 'Spearman': 0.20784877790887032, 'Pearson': 0.35267786153133096}",lasso_baseline_AIDOcell_100M_Norman_Aligned_(D=640)_x_scGenePT_GO_all_(D=1536)_pca_concatenated_(D=200),L2,4.121093483692088,0.0038548344628472364,0.01820172022557067,0.20784877790887032,0.35267786153133096,K-562
325,expression/pert-prediction-norman-regression,K-562.4,"{'primary_metric': 'L2', 'L2': 3.9581021678293373, 'MSE': 0.003295124144024652, 'MAE': 0.017345815804750798, 'Spearman': 0.21994884749115198, 'Pearson': 0.4632750564624392}",lasso_baseline_AIDOcell_100M_Norman_Aligned_(D=640)_x_scGenePT_GO_all_(D=1536)_concatenated_(D=2176),L2,3.9581021678293373,0.003295124144024652,0.017345815804750798,0.21994884749115198,0.4632750564624392,K-562
325,expression/pert-prediction-norman-regression,K-562.1,"{'primary_metric': 'L2', 'L2': 4.543460858936114, 'MSE': 0.005363359777196567, 'MAE': 0.020510432800678564, 'Spearman': 0.23360136177992408, 'Pearson': 0.5062306231365744}",lasso_baseline_AIDOcell_100M_Norman_Layer_0_(D=640),L2,4.543460858936114,0.005363359777196567,0.020510432800678564,0.23360136177992408,0.5062306231365744,K-562
