,dataset,fold,metrics,name,roc_auc,average_precision,f1_score,recall,precision,f1_classwise,f1_score_nans_are_zeros,primary_metric,cell_line,quantile
17,expression/pert_prediction_sciplex3_deg,A549.3,"{'roc_auc': 0.029505109414458275, 'average_precision': 0.9561681747436523, 'f1_score': 0.9554121494293213, 'recall': 0.9561681747436523, 'precision': 0.954691469669342, 'f1_classwise': 0.33280494809150696, 'f1_score_nans_are_zeros': 0.33280491828918457, 'primary_metric': 'f1_score'}",no_change,0.029505109414458275,0.9561681747436523,0.9554121494293213,0.9561681747436523,0.954691469669342,0.33280494809150696,0.33280491828918457,f1_score,A549,
16,expression/pert_prediction_sciplex3_deg,K562.3,"{'roc_auc': 0.016478393226861954, 'average_precision': 0.9753182530403137, 'f1_score': 0.974919319152832, 'recall': 0.9753182530403137, 'precision': 0.9745352268218994, 'f1_classwise': 0.33306562900543213, 'f1_score_nans_are_zeros': 0.33306559920310974, 'primary_metric': 'f1_score'}",no_change,0.016478393226861954,0.9753182530403137,0.974919319152832,0.9753182530403137,0.9745352268218994,0.33306562900543213,0.33306559920310974,f1_score,K562,
17,expression/pert_prediction_sciplex3_deg,K562.3,"{'roc_auc': 0.016478393226861954, 'average_precision': 0.9753182530403137, 'f1_score': 0.974919319152832, 'recall': 0.9753182530403137, 'precision': 0.9745352268218994, 'f1_classwise': 0.33306562900543213, 'f1_score_nans_are_zeros': 0.33306559920310974, 'primary_metric': 'f1_score'}",prior,0.016478393226861954,0.9753182530403137,0.974919319152832,0.9753182530403137,0.9745352268218994,0.33306562900543213,0.33306559920310974,f1_score,K562,
18,expression/pert_prediction_sciplex3_deg,K562.3,"{'roc_auc': 0.016478393226861954, 'average_precision': 0.9753182530403137, 'f1_score': 0.974919319152832, 'recall': 0.9753182530403137, 'precision': 0.9745352268218994, 'f1_classwise': 0.33306562900543213, 'f1_score_nans_are_zeros': 0.33306559920310974, 'primary_metric': 'f1_score'}",most_frequent,0.016478393226861954,0.9753182530403137,0.974919319152832,0.9753182530403137,0.9745352268218994,0.33306562900543213,0.33306559920310974,f1_score,K562,
18,expression/pert_prediction_sciplex3_deg,A549.3,"{'roc_auc': 0.029505109414458275, 'average_precision': 0.9561681747436523, 'f1_score': 0.9554121494293213, 'recall': 0.9561681747436523, 'precision': 0.954691469669342, 'f1_classwise': 0.33280494809150696, 'f1_score_nans_are_zeros': 0.33280491828918457, 'primary_metric': 'f1_score'}",most_frequent,0.029505109414458275,0.9561681747436523,0.9554121494293213,0.9561681747436523,0.954691469669342,0.33280494809150696,0.33280491828918457,f1_score,A549,
16,expression/pert_prediction_sciplex3_deg,A549.4,"{'roc_auc': 0.15370269119739532, 'average_precision': 0.7741348147392273, 'f1_score': 0.7670872807502747, 'recall': 0.7741348147392273, 'precision': 0.7607216835021973, 'f1_classwise': 0.32830628752708435, 'f1_score_nans_are_zeros': 0.32830628752708435, 'primary_metric': 'f1_score'}",most_frequent,0.15370269119739532,0.7741348147392273,0.7670872807502747,0.7741348147392273,0.7607216835021973,0.32830628752708435,0.32830628752708435,f1_score,A549,
16,expression/pert_prediction_sciplex3_deg,MCF7.4,"{'roc_auc': 0.23678499460220337, 'average_precision': 0.6597722172737122, 'f1_score': 0.6412010788917542, 'recall': 0.6597722172737122, 'precision': 0.6255592703819275, 'f1_classwise': 0.31932106614112854, 'f1_score_nans_are_zeros': 0.31932106614112854, 'primary_metric': 'f1_score'}",no_change,0.23678499460220337,0.6597722172737122,0.6412010788917542,0.6597722172737122,0.6255592703819275,0.31932106614112854,0.31932106614112854,f1_score,MCF7,
17,expression/pert_prediction_sciplex3_deg,A549.4,"{'roc_auc': 0.15370269119739532, 'average_precision': 0.7741348147392273, 'f1_score': 0.7670872807502747, 'recall': 0.7741348147392273, 'precision': 0.7607216835021973, 'f1_classwise': 0.32830628752708435, 'f1_score_nans_are_zeros': 0.32830628752708435, 'primary_metric': 'f1_score'}",prior,0.15370269119739532,0.7741348147392273,0.7670872807502747,0.7741348147392273,0.7607216835021973,0.32830628752708435,0.32830628752708435,f1_score,A549,
18,expression/pert_prediction_sciplex3_deg,A549.4,"{'roc_auc': 0.15370269119739532, 'average_precision': 0.7741348147392273, 'f1_score': 0.7670872807502747, 'recall': 0.7741348147392273, 'precision': 0.7607216835021973, 'f1_classwise': 0.32830628752708435, 'f1_score_nans_are_zeros': 0.32830628752708435, 'primary_metric': 'f1_score'}",no_change,0.15370269119739532,0.7741348147392273,0.7670872807502747,0.7741348147392273,0.7607216835021973,0.32830628752708435,0.32830628752708435,f1_score,A549,
16,expression/pert_prediction_sciplex3_deg,K562.4,"{'roc_auc': 0.12165142595767975, 'average_precision': 0.8187735080718994, 'f1_score': 0.813930332660675, 'recall': 0.8187735080718994, 'precision': 0.8094465732574463, 'f1_classwise': 0.33003905415534973, 'f1_score_nans_are_zeros': 0.33003905415534973, 'primary_metric': 'f1_score'}",no_change,0.12165142595767975,0.8187735080718994,0.813930332660675,0.8187735080718994,0.8094465732574463,0.33003905415534973,0.33003905415534973,f1_score,K562,
17,expression/pert_prediction_sciplex3_deg,K562.4,"{'roc_auc': 0.12165142595767975, 'average_precision': 0.8187735080718994, 'f1_score': 0.813930332660675, 'recall': 0.8187735080718994, 'precision': 0.8094465732574463, 'f1_classwise': 0.33003905415534973, 'f1_score_nans_are_zeros': 0.33003905415534973, 'primary_metric': 'f1_score'}",most_frequent,0.12165142595767975,0.8187735080718994,0.813930332660675,0.8187735080718994,0.8094465732574463,0.33003905415534973,0.33003905415534973,f1_score,K562,
